S,call,delta,gamma,Vega,theta,rho
18,-2.2458619757440657e-05,-1.967027513365572e-06,-4.5641186481788255e-08,-5.546422507912545e-07,0.0003034424647045241,-3.2120010715438363e-06
19,-2.4442567656508825e-05,-2.0163080596434166e-06,-4.3597105397650496e-08,-5.902548827989686e-07,0.00032282029934144803,-3.4182254123976638e-06
20,-2.64701252128723e-05,-2.0419504574622355e-06,-4.173845341207518e-08,-6.261506253710258e-07,0.00034236572046342575,-3.6261255052772406e-06
21,-2.8539432562326414e-05,-2.093053988049161e-06,-4.004237188408397e-08,-6.623189439078391e-07,0.0003620453092325563,-3.8355777397846625e-06
22,-3.064879438978363e-05,-2.1297867576529697e-06,-3.8489522102814165e-08,-6.987496131293132e-07,0.0003818684402706867,-4.046538169648339e-06
23,-3.279665851435885e-05,-2.1689362816618846e-06,-3.706408511811206e-08,-7.35430497729938e-07,0.00040187169930250115,-4.258965153203925e-06
24,-3.4981598076057865e-05,-2.2075613228698596e-06,-3.574547647081875e-08,-7.723520071791683e-07,0.0004219199086787605,-4.472771735573714e-06
25,-3.7202296592159544e-05,-2.2149898018172798e-06,-3.4533495176956516e-08,-8.095071624337384e-07,0.0004421385166894585,-4.687938609149894e-06
26,-3.945753532619699e-05,-2.273573988581176e-06,-3.3403282716877244e-08,-8.468900908448185e-07,0.0004624434725940523,-4.904436312093679e-06
27,-4.174618253406871e-05,-2.3088752725041253e-06,-3.234476021166024e-08,-8.844877537632009e-07,0.0004828723697476202,-5.1221658750426335e-06
28,-4.4067184250211635e-05,-2.3813562206138547e-06,-3.1361650608277905e-08,-9.222963819939143e-07,0.0005034665264173292,-5.341124061314459e-06
29,-4.641955634325327e-05,-2.3744068235014015e-06,-3.0444366510206863e-08,-9.60312400820752e-07,0.0005240740682404838,-5.5612914782592355e-06
30,-4.8802377634295204e-05,-2.4084392520693637e-06,-2.957503755513912e-08,-9.985203579233014e-07,0.0005448540930767538,-5.782558644158025e-06
31,-5.121478389391412e-05,-2.403595240050606e-06,-2.8775117529088005e-08,-1.0369286073503518e-06,0.0005657885645453734,-6.0049703575669675e-06
32,-5.3655962595423666e-05,-2.4440823984898247e-06,-2.801460113692998e-08,-1.0755205618928664e-06,0.0005867775341138193,-6.228451442617929e-06
33,-5.6125148287790476e-05,-2.4868138554260885e-06,-2.7280876938994697e-08,-1.1142909767228358e-06,0.0006077778742525491,-6.452978346035151e-06
34,-5.862161849250813e-05,-2.5151078051829923e-06,-2.6601595953150772e-08,-1.1532384474257523e-06,0.0006290228951046865,-6.678611146171517e-06
35,-6.114468999469011e-05,-2.527260356283839e-06,-2.5939598911764797e-08,-1.1923365055433854e-06,0.000650103865326105,-6.905177160452949e-06
36,-6.369371527071454e-05,-2.5770340451435753e-06,-2.5338849264254157e-08,-1.2315326867020152e-06,0.0006715963709095184,-7.132750470719827e-06
37,-6.626807847663675e-05,-2.5650326047205185e-06,-2.4751109094136442e-08,-1.2706394226044302e-06,0.0006929473257677975,-7.361192811718413e-06
38,-6.886718933707166e-05,-2.632352750489217e-06,-2.4169338947756247e-08,-1.3090934437945964e-06,0.0007143804983873216,-7.590501874775705e-06
39,-7.149047070411546e-05,-2.6168208767420043e-06,-2.3594980542952435e-08,-1.3453365975906557e-06,0.0007360398111854773,-7.820317630909167e-06
40,-7.41373291334565e-05,-2.6464616088850423e-06,-2.291432316245054e-08,-1.3750409861570338e-06,0.0007576434691756138,-8.050012264719303e-06
41,-7.680708330724629e-05,-2.668943218557887e-06,-2.2007449980215518e-08,-1.3871655991974869e-06,0.0007793871166397563,-8.277761663649146e-06
42,-7.949879421324937e-05,-2.703382900566889e-06,-2.0504522423503077e-08,-1.3548280405954695e-06,0.000801258781275415,-8.498902649760288e-06
43,-8.22108782266027e-05,-2.7093826043388808e-06,-1.7535033483822432e-08,-1.2157395799301156e-06,0.000822690677246881,-8.702739107835237e-06
44,-8.494026404059479e-05,-2.6743791372001863e-06,-1.1509356835637252e-08,-8.323884322699454e-07,0.000844366696245262,-8.864672705740859e-06
45,-8.768063535726322e-05,-2.800110675011541e-06,1.0126656999932815e-09,8.58352277465944e-08,0.0008652947553356577,-8.931099742002851e-06
46,-9.041892087036824e-05,-2.7399218690323662e-06,2.661440864784939e-08,2.1274387005336794e-06,0.0008850425153492623,-8.790441454169934e-06
47,-9.312856344623663e-05,-2.695095530210953e-06,7.726456207148881e-08,6.437640342544159e-06,0.0009025107633345124,-8.218230382919496e-06
48,-9.575710412346264e-05,-2.6103414135086878e-06,1.7463746987693603e-07,1.5161922351509378e-05,0.0009151907543977246,-6.781603636263994e-06
49,-9.820410893846892e-05,-2.2384295751600586e-06,3.5584263237842945e-07,3.217729977432471e-05,0.0009185126739600681,-3.6718986378759303e-06
50,-0.00010028328309363911,-1.7828952561266959e-06,6.826603303098592e-07,6.425326572606367e-05,0.0009056413388316975,2.5679292154875185e-06
51,-0.00010165958917922896,-8.364165751065938e-07,1.2546353993431788e-06,0.00012282925886778775,0.0008637281780641062,1.4482226935009317e-05
52,-0.00010174816816208127,8.205106516098737e-07,2.227404711819007e-06,0.00022664175858788888,0.0007723819576543195,3.638017129098414e-05
53,-9.955676499044726e-05,3.858483763616652e-06,3.836771874331495e-06,0.0004054759164733924,0.0005991536124660621,7.534910267205158e-05
54,-9.344719500965148e-05,8.910741881775625e-06,6.430608639850085e-06,0.0007053461531245976,0.00029450489898337484,0.00014272556909391502
55,-8.078430439959232e-05,1.716451958864995e-05,1.0507572181870772e-05,0.0011954153205153831,-0.00021591243333160537,0.00025616813429611
56,-5.7433208238078694e-05,3.0574856340302714e-05,1.6764821572062935e-05,0.0019769351634642334,-0.0010407561016343228,0.00044249010385500833
57,-1.7057865822070286e-05,5.1722303909707435e-05,2.615126555900743e-05,0.0031944182657387557,-0.0023349388466139447,0.0007414280201146024
58,4.9832988208223734e-05,8.431604481447252e-05,3.9927881470542105e-05,0.005049129762109083,-0.004311673699417548,0.0012105082058681458
59,0.00015715198287278065,0.00013349773489348266,5.972998256859475e-05,0.007814808925506117,-0.007260430920212092,0.00193116553725577
60,0.0003248735586183975,0.0002065335234649815,8.762891186059243e-05,0.011855304340773138,-0.01156377841789527,0.0030162184178099878
61,0.0005811100767671312,0.0003124382805426429,0.0001261884149603154,0.017643537706642037,-0.017714477692880315,0.0046187497223983826
62,0.0009646793707218451,0.0004634852506131548,0.00017850994341235028,0.02578092185412503,-0.026336819032059255,0.006942357971628049
63,0.0015282084741021105,0.0006751387318128244,0.00024826060210847087,0.03701607155642979,-0.038199977924792405,0.010252633208347392
64,0.0023418012853507037,0.0009672449473308031,0.0003396786829546958,0.05226139096114286,-0.054233864794916986,0.014889598639721694
65,0.003497274997983593,0.0013635216219998192,0.000457550630079441,0.07260593073433498,-0.07553700252099782,0.02128072815693691
66,0.0051129417239710265,0.0018928619956171122,0.0006071544247140265,0.09932281073607353,-0.10337989318764951,0.0299540221047629
67,0.007338878888088523,0.0025902423435308908,0.0007941678036374467,0.1338695265928804,-0.13919712171100995,0.0415505029721739
68,0.010362596213076771,0.0034955763110466886,0.0010245392800985187,0.1778796153693342,-0.18457269237298624,0.05683540865121169
69,0.014414970429750668,0.00465578409158951,0.001304323292185272,0.23314445404279405,-0.24121179394154257,0.07670728971861593
70,0.019776283527730726,0.0061226841305273005,0.0016394845769873712,0.30158439595433584,-0.31090348351359154,0.10220420495182096
71,0.026782168856385267,0.007954929076570139,0.0020356760379453,0.38520899458251157,-0.39547055491473415,0.13450623505949916
72,0.03582924409648331,0.010216153964459629,0.0024980001992608303,0.48606669050852563,-0.49670800458812003,0.1749336187163719
73,0.04738019322190029,0.012974357352368848,0.003030763413916504,0.6061850020150014,-0.6163119653512794,0.2249399455200862
74,0.06196805281103892,0.016302232133669214,0.003637235147860296,0.7475029183717785,-0.7558066429658172,0.28610001786728845
75,0.08019946263520063,0.020274242007456422,0.004319422821502661,0.9117977963222362,-0.9164601313949028,0.360092210983931
76,0.10275665685545836,0.024966440026474856,0.00507787596762399,1.1006095610582856,-1.0992057042358283,0.4486754026609973
77,0.13039800018204842,0.030455020449959846,0.005911527828084129,1.315165369868837,-1.3045612784479133,0.5536607944139904
78,0.1639569120460546,0.03681378535347335,0.006817586002960674,1.5563080857906864,-1.5325598318183253,0.6768792073993946
79,0.20433906959336287,0.04411283699434776,0.0077914775575838036,1.824431907454238,-1.7826886883343107,0.8201446541206135
80,0.2525178349694835,0.052417278850747095,0.008826852901377968,2.1194283107461853,-2.0538410083759118,0.9852152141526237
81,0.3095279113457686,0.06178428324510321,0.00991565138608319,2.4406450873468155,-2.3442878194224193,1.1737523732069377
82,0.3764572926302514,0.07226317599862142,0.011048225589949112,2.7868607353873087,-2.6516653595098916,1.3872801152670087
83,0.45443763094036677,0.0838917102452541,0.01221352071423265,3.156275804501174,-2.9729854356119745,1.6271450945404273
84,0.5446332009417465,0.09669680611779086,0.013399303285810404,3.546522059745816,-3.3046624103860722,1.8944791999764286
85,0.6482286886089917,0.11069253291751124,0.014592428736470708,3.954689550939028,-3.6425693683561633,2.1901657651035578
86,0.7664160717843036,0.1258797399650291,0.015779140133398428,4.377370901503808,-3.9820969188752997,2.514810534925971
87,0.9003808895508633,0.14224464939260884,0.01694538432905901,4.810721406614538,-4.318248902901445,2.8687183456832517
88,1.0512882159186887,0.1597592391711089,0.018077134698035735,5.250532889996551,-4.645732731844987,3.251876253040908
89,1.2202686602468342,0.17838233112854596,0.01916071154850485,5.692318747066993,-4.959074773047689,3.6639436187479997
90,1.4084047123690533,0.19805997952815346,0.020183084088465364,6.1314072132756525,-5.252734336380627,4.104249411829297
91,1.6167177352399076,0.2187245606855015,0.02113215001209312,6.563039659682746,-5.521221702053936,4.571796744001766
92,1.846155883207237,0.24029654932533617,0.021996980841265668,6.982470633351001,-5.759215038203536,5.065274398485808
93,2.0975831912232508,0.2626871387079177,0.022768029963593506,7.385066419574038,-5.9616757308589285,5.583074930615161
94,2.3717700411572875,0.2857979852777248,0.02343729383902371,7.766399097706156,-6.1239517457067905,6.123318676798383
95,2.66938516772971,0.3095258049867766,0.02399842803590957,8.122333370863544,-6.241869288103885,6.683882906077797
96,2.990989320350644,0.33375704422411445,0.02444681755253697,8.449103847762984,-6.311812761339297,7.262435186117243
97,3.3370306501620495,0.3583797925088561,0.024779599647750672,8.743380920606114,-6.330792556852316,7.856469985934033
98,3.7078418455556807,0.383277254378811,0.0249956435549592,9.002323883844365,-6.2964872871162925,8.463347475040628
99,4.103638995882829,0.40833239012272315,0.025095489286641737,9.223620456855208,-6.207274250158434,9.080333501376714
100,4.524522123252059,0.43342862632300694,0.025081250631941998,9.405512376958747,-6.062246438176544,9.704639747143418
101,4.970477287220756,0.4584576718258404,0.024956494186767486,9.546807206382013,-5.861205654156265,10.333463118472608
102,5.441380137543581,0.4833100586409955,0.0247260860763987,9.646876921221015,-5.604646258206003,10.964023550030786
103,5.937000766372078,0.5078782727707676,0.02439602527104512,9.705644222006704,-5.293717464383008,11.59359945472893
104,6.457009693584007,0.5320694995702979,0.02397326936076638,9.72355779898848,-4.930184882567801,12.219560224258073
105,7.000984807189489,0.5557946103351696,0.023465543543821354,9.701558016952383,-4.516363549811331,12.839395275054953
106,7.5684190747430256,0.578975800635817,0.02288116069948387,9.641034634610968,-4.0550711233322545,13.45073930063556
107,8.158728840957805,0.6015369535816717,0.02222883987101909,9.543778256073665,-3.549543770020591,14.051393466107951
108,8.771262530700826,0.6234135874194635,0.02151752797274753,9.411927230216222,-3.0033724840450304,14.639342470346149
109,9.405309584599152,0.6445532108045882,0.02075624559338962,9.247911673435638,-2.420417111181905,15.212767452066343
110,10.060109465906331,0.6649114148160606,0.019953933367844456,9.05439620036752,-1.8047479954930168,15.770054842612067
111,10.734860591335986,0.6844512512316214,0.019119326282179827,8.834222816851423,-1.1605621352828166,16.309801373282085
112,11.428729054569217,0.7031410120816872,0.01826083332545636,8.59035527185803,-0.4921114182820929,16.830815468260596
113,12.140857028390192,0.7209667529650687,0.01738644474613693,8.325825982185009,0.19634764925058334,17.332115335566556
114,12.870370749294665,0.7379116873096336,0.01650365520688979,8.043686453449439,0.9006342338579998,17.812924155347076
115,13.616388006380058,0.7539721735838611,0.01561940162986275,7.746961924626206,1.6166778138426707,18.27266266252181
116,14.378025073887494,0.7691501657802746,0.014740018858816484,7.438610771295373,2.340565963265817,18.710939603927557
117,15.154403043529577,0.7834562332220685,0.013871209461058243,7.121489019912275,3.0685981755596003,19.127540408092614
118,15.944653528375397,0.7969036985855382,0.0130180375812472,6.7983201579835395,3.7973023836457287,19.522414472739058
119,16.747923724347697,0.8095014436548809,0.012184919420121787,6.471670270133956,4.523459651295525,19.89566144491306
120,17.563380828139408,0.8212769131432651,0.011375637143373751,6.143928402462251,5.244145029337233,20.247516820859346
121,18.390215821490603,0.8322606603883287,0.010593358616972637,5.817291941898617,5.9566971799540624,20.578337224108623
122,19.227646641236298,0.8424759556646677,0.00984066502951464,5.493756711167919,6.658764206690648,20.888585582135022
123,20.074920762360254,0.851952819402868,0.009119583879169113,5.175111405861799,7.3482897988697005,21.17881650658404
124,20.93131722751808,0.8607257129256141,0.008431620308613219,4.862935957046233,8.023513942134741,21.449662092543065
125,21.79614816122164,0.8688223473996004,0.007777815369536256,4.5586033617439625,8.682935614956477,21.701818254094007
126,22.66875981021655,0.8762905068238069,0.007158777570737129,4.263284517680432,9.325360750267464,21.936031820857234
127,23.548533153664007,0.8831547049226174,0.006574724338292981,3.9779555865848693,9.949820167776124,22.15308844917274
128,24.434884127709424,0.8894554426319701,0.006025535697062878,3.703407434993977,10.555612917073631,22.35380145325649
129,25.327263509023446,0.8952191876687721,0.005510795730856444,3.440256702003097,11.142244815687263,22.5390016039384
130,26.225156501086932,0.900488394961485,0.00502983169781146,3.188958093627292,11.709436620321867,22.709527943476356
131,27.12808206550489,0.9052918414909072,0.004581757053756519,2.949817513844266,12.2570881444517,22.8662195675966
132,28.035592038608797,0.9096607911374122,0.0041655073346191784,2.7230057000160457,12.785281100491375,23.009908428228695
133,28.947270071171513,0.9136279288668447,0.003779880408671943,2.508572057209335,13.294219414206054,23.141413109151184
134,29.86273042632779,0.9172309134442003,0.0034235603507681844,2.3064584257248555,13.784241659209329,23.261533486262916
135,30.781616667867493,0.9204876860735567,0.0030951526497347004,2.116512567678086,14.255809688279442,23.371046307119055
136,31.703600268038755,0.9234270237357123,0.0027932104273986624,1.9385011825612253,14.709461737538732,23.470701548689018
137,32.62837916094496,0.9260805455824084,0.0025162520955746004,1.7721223076350157,15.145819531880989,23.561219566303745
138,33.55567626459509,0.9284665480890908,0.0022627887830140025,1.6170169906359888,15.565552757834666,23.643288909624967
139,34.48523799173958,0.9306123871510863,0.0020313365922675075,1.472780150031383,15.969392563874862,23.717564751279948
140,35.416832766823106,0.9325393790504677,0.0018204316631909023,1.3389705718580558,16.358083598788653,23.784667891746377
141,36.35024956374311,0.9342642215415253,0.0016286380599694894,1.2151200080623425,16.732423802068297,23.845184250603776
142,37.28529647665071,0.9358078756349641,0.0014545778270758092,1.1007413762698093,17.09317487552653,23.89966475568883
143,38.22179933377298,0.9371799336577169,0.0012969121598871425,0.9953360533287992,17.441143995711172,23.9486256518262
144,39.15960036217963,0.9383995802636491,0.0011543610156650175,0.8984003026668574,17.77712199668713,23.99254905256498
145,40.09855690957671,0.9394948818908233,0.0010257083715714543,0.8094308604356115,18.101859922126096,24.031883812369866
146,41.03854022757229,0.940461220011457,0.0009098021536146916,0.7279297263451667,18.41612586872543,24.067046551579093
147,41.979434319414004,0.9413167134653122,0.0008055577183085916,0.6534082072562342,18.720648142789287,24.09842289807784
148,42.92113485395531,0.9420737967502646,0.0007119506761910088,0.5853902750629913,19.016142260852575,24.12636878723617
149,43.86354814653157,0.9427445490928221,0.0006280334474695337,0.5234152884625587,19.303282527971533,24.15121194410119
150,44.8065902065252,0.9433303915784563,0.0005529202695697677,0.4670401404638369,19.58270203772372,24.17325335493103
151,45.75018585064671,0.9438522852178721,0.0004857838575844653,0.4158408919963108,19.85504098911406,24.19276877674292
152,46.6942678803416,0.9442995718700331,0.0004258662755773912,0.369413950984665,20.1208607109038,24.210010298375547
153,47.638776321249004,0.9447017390584733,0.0003724698416363026,0.32737684172445825,20.380715426426832,24.225207869577044
154,48.58365772225533,0.9450541682554103,0.0003249478197631106,0.28936862882744663,20.635130937307622,24.238570792078914
155,49.528864511403974,0.9453607674458908,0.0002827088252388421,0.25505004092707395,20.88457264903809,24.25028919006422
156,50.4743544057284,0.9456162075593966,0.0002452183167633848,0.22410333830436002,21.12948820354177,24.260535442977012
157,51.420089871948875,0.9458503313908295,0.00021198104604991386,0.19623196742202254,21.370320268943033,24.269465551896015
158,52.3660376349094,0.9460432437435884,0.00018254908695780614,0.17116004194406287,21.607432643122593,24.277220424906428
159,53.31216823062258,0.9462084449296526,0.00015652098284135718,0.1486316853771541,21.841181307991064,24.283927119483902
160,54.25845560082181,0.9463530403763798,0.0001335297383775469,0.12841026141074963,22.071891692121426,24.289700029811453
161,55.20487672598156,0.9464823591542881,0.00011324111426347372,0.11027752503167676,22.299892776800334,24.294641943001235
162,56.151411293864875,0.9465914274642273,9.53635748146553e-05,0.0940327155873888,22.52543751524172,24.29884512125113
163,57.09804140077115,0.9466791794920937,7.961872938722081e-05,0.07949161062725807,22.748782413373192,24.302392229458288
164,58.044751282780666,0.9467445494237836,6.577089095571864e-05,0.06648556130528505,22.970166213553966,24.305357210252506
165,58.99152707444254,0.9468067219131626,5.360313082292123e-05,0.054860524052458004,23.189811315660336,24.30780613664751
166,59.93835659249262,0.9468568151760337,4.2922394527522556e-05,0.04447609537550079,23.40788185506426,24.30979795242649
167,60.885229142341814,0.9468976713833399,3.3556020184732915e-05,0.03520456804295691,23.62457607318902,24.311385193342968
168,61.832135345227684,0.9469221851077236,2.5351241106363887e-05,0.02693001373899051,23.840032525868082,24.31261459285849
169,62.77906698407102,0.9469371065051746,1.816594874526345e-05,0.019547392149377174,24.05442245390077,24.313527692854105
170,63.726016866224946,0.946959488601351,1.1886882589351444e-05,0.012961705451175476,24.26784320164188,24.314161370142525
171,64.6729787014515,0.9469701467423874,6.396305707312422e-06,0.007087184528131729,24.480426930040267,24.31454834166402
172,65.61994699358846,0.9469736994560662,1.6066792341007385e-06,0.0018465247819676733,24.692276667792612,24.314717548890027
173,66.56691694450812,0.946974409998802,-2.573870006017387e-06,-0.0028298352106048696,24.903468442971644,24.314694633176256
174,67.51388436908475,0.9469630413150298,-6.21255935584486e-06,-0.00700439542811182,25.114108836987725,24.31450223809861
175,68.4608456200093,0.9469680151141802,-9.383001042806427e-06,-0.010733223803072178,25.324277430627262,24.314160366856182
176,69.40779752139134,0.9469502515457862,-1.2142180594310048e-05,-0.014066545901414429,25.534028225138172,24.313686665067276
177,70.35473731019505,0.946936040691071,-1.453841491638741e-05,-0.017049287350801023,25.7434138006829,24.313096688644006
178,71.30166258464406,0.94692111929362,-1.6623147303107544e-05,-0.019721584791909663,25.952522264560685,24.312404105586435
179,72.24857125881645,0.9469047768106975,-1.8429062720315414e-05,-0.02211924567063761,26.161355037856993,24.311620974515332
180,73.19546152273278,0.9468813289004174,-1.9998509515062324e-05,-0.02427417264527776,26.369995964614645,24.3107578981494
181,74.14233180730804,0.9468550388191943,-2.1354225054892595e-05,-0.026214759074605354,26.578437939406285,24.30982416399274
182,75.08918075360747,0.9468330119943857,-2.2529746956934105e-05,-0.027966243365540322,26.786776174958504,24.30882795110278
183,76.03600718590245,0.946814537883256,-2.354383354941092e-05,-0.029551030067409556,26.99497940739093,24.307776419618673
184,76.98281008808105,0.9468010375712765,-2.441552737764141e-05,-0.03098899178155534,27.203101637951477,24.30667584860657
185,77.92958858301378,0.9467626682635455,-2.5168418460452813e-05,-0.032297733199015966,27.41115565640939,24.305531741219962
186,78.87634191451997,0.9467456152378873,-2.5823680971370777e-05,-0.033492833111381515,27.619191200756177,24.304348924175653
187,79.82306943161929,0.9467122197293065,-2.6380746476206696e-05,-0.03458806482115051,27.827201165564475,24.303131606728808
188,80.76977057479431,0.9466809558489331,-2.685723643480742e-05,-0.03559559331733908,28.035199761689,24.301883499333595
189,81.71644486401128,0.9466617711950676,-2.7271198632661253e-05,-0.03652615234273071,28.243196936728054,24.300607797300696
190,82.66309188828477,0.9466347705711087,-2.7619648790278006e-05,-0.037389203910720425,28.45125237627144,24.29930735985408
191,83.60971129659465,0.9466127437463001,-2.7913813482882688e-05,-0.03819308432184698,28.659296447131055,24.297984646892697
192,84.55630278998363,0.9465800587804551,-2.8173303689982276e-05,-0.03894512786928317,28.867421519862546,24.296641804966153
193,85.50286611468557,0.9465424000154599,-2.838675072780461e-05,-0.03965177995723934,29.07556932996158,24.295280726960296
194,86.4494010561591,0.9465189521051798,-2.856964442798926e-05,-0.040318711356235326,29.283792457590607,24.293903066308072
195,87.39590743390198,0.9464969252803712,-2.871658466574445e-05,-0.0409508919574364,29.49207953406585,24.29251024622658
196,88.34238509695514,0.9464542927162256,-2.884050331886101e-05,-0.041552686766976876,29.700420611789013,24.291103561324686
197,89.28883392000031,0.9464258710067952,-2.8944810992470593e-05,-0.042127921062729,29.908861165495182,24.28968408949572
198,90.23525379997609,0.9464045547247224,-2.902837081819598e-05,-0.04267994349049786,30.11737703673134,24.28825280986757
199,91.18164465314804,0.9463811068144423,-2.9092745990055846e-05,-0.04321168894705352,30.325971067668434,24.286810570828262
200,92.12800641256834,0.9463448691349186,-2.9142626090106205e-05,-0.04372572107058659,30.534640416135517,24.285358088604877
201,93.07433902587651,0.9463185790536954,-2.9186111305534723e-05,-0.04422428247607968,30.743417767098435,24.283896044607896
202,94.02064245339491,0.9462766570322856,-2.921538566624804e-05,-0.04470933447464631,30.952271856676816,24.282425009403138
203,94.96691666648121,0.9462574723784201,-2.9235991405585082e-05,-0.045182586703163,31.161228264409147,24.280945464738576
204,95.91316164610167,0.9462290506689897,-2.924494424405566e-05,-0.045645533575111585,31.370277042697126,24.279457878861873
205,96.85937738159737,0.9461928129894659,-2.9247928523545852e-05,-0.04609947694689254,31.57942387588264,24.277962630492308
206,97.80556386961581,0.9461814443056937,-2.9250344368847436e-05,-0.04654555411320871,31.788674448307574,24.276460076322333
207,98.75172111318683,0.94614520662617,-2.92371282739623e-05,-0.04698475407849401,31.998021654544573,24.274950503411215
208,99.69784912092372,0.9461196270876826,-2.9219933139756904e-05,-0.04741793638629588,32.20745412590986,24.273434192423334
209,100.64394790633072,0.9460869421218376,-2.9204016982475878e-05,-0.04784585577510825,32.417020179309475,24.2719114162071
210,101.59001748720294,0.9460507044423139,-2.918454811151605e-05,-0.048269163954728356,32.62666155023908,24.270382361635253
211,102.53605788510882,0.9460173089337331,-2.9157547487557167e-05,-0.048688430638321734,32.8364166080064,24.268847240449528
212,103.48206912493897,0.9459917293952458,-2.9133389034541324e-05,-0.04910414858727563,33.04629387912428,24.26730622318018
213,104.42805123451717,0.9459640182285511,-2.90999935259606e-05,-0.049516749101030655,33.256247888857615,24.265759454777932
214,105.37400424426166,0.9459391492327995,-2.9067308560115634e-05,-0.049926607132988465,33.46630990108679,24.264207117852262
215,106.3199281868914,0.945917122407991,-2.90333446173463e-05,-0.05033404676169084,33.67650123209387,24.2626493076159
216,107.26582309717045,0.9458759109293169,-2.899867013184121e-05,-0.05073935213317782,33.8867849336566,24.261086163335218
217,108.2116890116848,0.9458609895318659,-2.8958453412997187e-05,-0.05114276746098767,34.09713258406555,24.259517787328374
218,109.15752596865043,0.9458211991386634,-2.89172419343231e-05,-0.05154450704480951,34.307646501474665,24.257944272676465
219,110.10333400774267,0.945795619600176,-2.887716732402623e-05,-0.05194475768632856,34.51824994726849,24.25636574940881
220,111.04911316994833,0.9457650662625383,-2.883552951971069e-05,-0.05234368124718003,34.728951447959844,24.254782274368832
221,111.99486349743646,0.9457238547838642,-2.879119165299926e-05,-0.05274141699374013,34.939768056574394,24.253193950585224
222,112.94058503344466,0.9457032490445272,-2.8745148483722005e-05,-0.05313808827622779,35.15066566706082,24.25160083561195
223,113.88627782217883,0.9456819327624544,-2.870180537684064e-05,-0.05353380082340209,35.361674122214026,24.25000301826685
224,114.8319419087244,0.9456478267111379,-2.865405690499756e-05,-0.053928650984857995,35.57279626420495,24.248400566762026
225,115.77757733896874,0.9456215366299148,-2.8606734758795938e-05,-0.054322715357102425,35.78405056714473,24.246793521598416
226,116.72318415953184,0.9455938254632201,-2.8568649668159196e-05,-0.054716068902394,35.99537876652903,24.245181995752315
227,117.66876241770309,0.9455682459247328,-2.8514932637335733e-05,-0.0551087676115003,36.206790809956146,24.243565997039692
228,118.61431216138975,0.9455426663862454,-2.8469173685152782e-05,-0.055500872377933774,36.418363436041545,24.24194561214676
229,119.55983343906314,0.9455099814204004,-2.8417161956895143e-05,-0.05589242647374704,36.62999574771675,24.240320880153373
230,120.50532629971778,0.94548155971097,-2.836699763975048e-05,-0.05628347274466705,36.841761641426274,24.23869187921923
231,121.45079079282918,0.945446032574182,-2.8312427957644104e-05,-0.05667404678888488,37.053617063520505,24.237058627107896
232,122.39622696831943,0.9454183214074874,-2.8265390028536785e-05,-0.057064183849320216,37.26560322547812,24.235421193452563
