S,p03,p04,p05,p06,p07,p08,p09
54,1.0724691704417217e-05,2.6522234939078803e-05,4.2589714465782545e-05,5.7531442485527963e-05,7.170683668596318e-05,8.641903665274364e-05,0.0001052790710096448
55,1.9897537121769746e-05,4.816448359547584e-05,7.645763783987254e-05,0.00010251679633695289,0.00012707628141357978,0.00015243347460694537,0.0001847782779967877
56,3.5997662150545224e-05,8.532695818972987e-05,0.00013393002682698788,0.00017827451260775832,0.00021979604581939672,0.00026244770339816325,0.00031658767565678335
57,6.357891264583749e-05,0.00014763375395506016,0.00022917661949606763,0.00030288676380093704,0.0003714646868981731,0.00044155648426813526,0.0005301021248181473
58,0.00010974610485009786,0.00024974281562089326,0.00038349781154949607,0.0005033049183213103,0.0006140717501263121,0.0007267269657308238,0.0008683738024278189
59,0.00018533102942187697,0.0004134746000837856,0.0006281935164138526,0.0008188000648357842,0.000993937955543118,0.0011712006824562819,0.0013930536233680935
60,0.00030648575779533625,0.0006706074615007842,0.0010082647618805387,0.0013053629357615785,0.0015766948971771128,0.0018500138905644433,0.0021905359082061626
61,0.0004967890243317142,0.0010664570838757196,0.001587068099949938,0.00204116948312647,0.002453413593640698,0.0028667365090795497,0.003379393483891055
62,0.0007899644494421114,0.0016643466426349686,0.002452019803343762,0.0031331943577876747,0.003747948184158701,0.004361478399815023,0.005119128540807599
63,0.0012333059000910174,0.002551051804245948,0.0037214081250814056,0.004725003600967309,0.005625499737723195,0.006520140555374073,0.007620182466570781
64,0.0018918929276136437,0.0038432683899941584,0.005552317706248926,0.007005689945586805,0.00830232620714199,0.009584800256300444,0.011155048761438134
65,0.002853657137352164,0.005695100553768008,0.008149600615506812,0.010219830904310313,0.012056431051231905,0.013865016631640565,0.01607022080173451
66,0.004235327293944987,0.008306503878718723,0.01177574621604848,0.014678254950731271,0.01723895920581562,0.019749732021491495,0.02279858833291806
67,0.006189236902913279,0.01193254343184128,0.01676141070396618,0.02076930011669833,0.024285921641905777,0.02771933259246295,0.03187178086744985
68,0.008910923960671856,0.016893244843469747,0.02351627242298294,0.028970148459317443,0.033729766383888346,0.0383573275979706,0.0439318531905361
69,0.012647390523041166,0.02358373181201266,0.03253978758622697,0.03985772760234027,0.046210223531278204,0.05236101958761354,0.0597416268127357
70,0.017705822267502155,0.032484261727272826,0.044431339797559165,0.05411859466493071,0.06248378248497124,0.07055047688666119,0.08019295136864335
71,0.0244624998950102,0.04416969912150736,0.05989921391062052,0.07255716660764869,0.08343112047979467,0.09387509314010693,0.1063121397361713
72,0.03337156899208861,0.05931791039410008,0.07976778656944294,0.09610164046804091,0.11006179797407033,0.12341703176065032,0.1392618637222412
73,0.044973278053982844,0.07871652900805909,0.1049823182363782,0.12580696357143706,0.14351557306863105,0.16039090995553784,0.18033887779454746
74,0.05990125084053346,0.10326753320140379,0.1366107587363538,0.1628542684366241,0.18505976633817475,0.2061391781292554,0.2309670642790251
75,0.07888833339795773,0.13398910131794117,0.17584204155055014,0.20854628172209397,0.2360822262233858,0.26212279177727227,0.29268545998009654
76,0.10277055182902893,0.17201426487992164,0.22398044106121393,0.2642983466250026,0.29807960070932227,0.32990694992796055,0.36713112375463813
77,0.13248873650187343,0.21858596592309873,0.28243569814741243,0.3316248601212268,0.3726408050130913,0.41114187741414504,0.4560169280409809
78,0.16908741351136236,0.2750482402238963,0.35270877607046497,0.4121211106891675,0.46142577765084786,0.507538846643979,0.56110458942632
79,0.2137106338746114,0.34283338659832346,0.4363732864567926,0.5074406992690295,0.5661398306988641,0.6208418556974404,0.6841734831009026
80,0.26759450323481093,0.42344513900421926,0.5350528087991191,0.6192689279135855,0.6885041058779516,0.7527955922168038,0.8269859995690964
81,0.332056285914234,0.518438022504425,0.6503945137237288,0.7492927312086061,0.8302228418285983,0.9051105029828087,0.9912503871556398
82,0.40848008334981584,0.6293932418799386,0.7840396746186528,0.8991678979192174,0.9929483251513992,1.0794259446084142,1.1785821666193685
83,0.49829921870483956,0.7578916075293151,0.9375918047130337,1.0704844749631626,1.1782445247077167,1.2772725114795769,1.3904653053453673
84,0.6029755970471395,0.905484147263602,1.1125832853203788,1.2647313494706935,1.387550502607304,1.500034698984076,1.6282143768309163
85,0.7239764364758149,1.0736611671086083,1.310441437565868,1.4832610742421257,1.622144727209118,1.7489150850119592,1.8929389310862186
86,0.862748887552056,1.2638206134091279,1.5324550451278893,1.7272560123293699,1.8831114148520898,2.0249011708939335,2.185511226737713
87,1.020693153699903,1.477236640462509,1.7797423363996587,1.9976968583024222,2.171309961074286,2.3287359479762237,2.5065383735700664
88,1.1991348067452723,1.7150293035395057,2.0532214087209955,2.2953345161502714,2.487348429142111,2.6608931213423226,2.8563397718839307
89,1.3992970387094459,1.978136275526676,2.353583995923225,2.6206662057715047,2.831561919702796,3.0215577677294987,3.234930552009629
90,1.6222736163917781,2.26728742625526,2.6812733802450417,2.97391652362422,3.203996480527493,3.410613003274054,3.6420115013258143
91,1.8690032932811016,2.5829830219037397,3.0364670955240753,3.355024021500785,3.6043990176204406,3.8276330461717296,4.076965744215233
92,2.140246403603552,2.925476169096663,3.419064932619342,3.7636336651547526,4.032213475924085,4.2718828150545285,4.538862210823336
