S,p03,p04,p05,p06,p07,p08,p09
118,19.834450725368047,15.935340894359662,13.239567210003411,11.309665342639441,9.795737013517414,8.434681090295104,6.884720869271721
119,21.250404532876832,17.125201712428773,14.302806221937203,12.292526226907086,10.720842692084975,9.31141170196037,7.70928933198034
120,22.677345466456966,18.31692319253042,15.364546403776203,13.272320227041678,11.64202678423969,10.183678131394114,8.528945456784065
121,24.11033298541083,19.506289563202195,16.420999492031463,14.245536262412628,12.555980608998318,11.048340811468194,9.340724336091277
122,25.544606332560793,20.689340352871266,17.468656566350127,15.20895251266996,13.459689596611746,11.902556960542476,10.14195928191377
123,26.975625625403055,21.86239717656573,18.50430719682752,16.159650845180984,14.350444371397941,12.74378893269521,10.93028741209423
124,28.399106864156565,23.022084201806692,19.525052478351235,17.095025364833383,15.225846172484303,13.569807112182808,11.70365002033975
125,29.811050770575243,24.165342539481927,20.528312343160593,18.012785555933775,16.083807132369543,14.378687909130328,12.460288320943569
126,31.20776550633204,25.289438905849515,21.511827618973278,18.910954545327918,16.922545979855563,15.168807449796518,13.198735184337806
127,32.585883438713736,26.39196898141929,22.4736573549432,19.787863054619947,17.7405797607447,15.93883157152316,13.917803485729152
128,33.9423722228612,27.470855952337203,23.412171972937657,20.642139628832368,18.536712178397075,16.68770273162483,14.616571679700208
129,35.2745405530948,28.52434476058754,24.326042819398808,21.472697732581736,19.31001914911139,17.41462442511743,15.294367190169211
130,36.58003900202598,29.55099261308991,25.214228694604834,22.278720293088128,20.059832147735257,18.119043678472302,15.950748171560392
131,37.856856414392226,30.54965630756339,26.07595992468159,23.059642247008583,20.78571988793474,18.800632150827035,16.585484154975916
132,39.103312355289965,31.51947692773458,26.910720518644737,23.81513161497164,21.487468843171342,19.459266330237668,17.198536045366275
133,40.31804613002041,32.45986244314256,27.71822892102449,24.54506958842746,22.16506306960877,20.095007264626652,17.790035884490685
134,41.50000289710558,33.3704687224488,28.4984178314609,25.249530068155757,22.818663743726297,20.708080215882596,18.360266741266607
135,42.64841738887721,34.25117943518554,29.251413519513214,25.928759045905636,23.448588776830626,21.298854573593218,18.90964303805145
136,43.7627957368079,35.10208527746563,29.977515015769107,26.583154170868895,24.055292817525853,21.867824313242323,19.438691569363797
137,44.842895873859945,35.92346291398947,30.67717351237853,27.213244792737967,24.63934790328164,22.41558923322131,19.948033420096856
138,45.88870695424383,36.715753983168575,31.350972257799725,27.819672724984912,25.20142497355433,22.94283715809673,20.43836694377763
139,46.90042819504363,37.47954446638904,31.999607183381507,28.40317392473768,25.742276411913423,23.450327250653658,20.910451918775763
140,47.878447504371024,38.21554467622246,32.62386845412575,28.964561242648834,26.262719742237195,23.938874535315335,21.365094961948117
141,48.82332021933795,38.92457007444854,33.22462309374554,29.504708355535314,26.76362256591247,24.409335698992507,21.80313624504393
142,49.735748235090504,39.607523088282015,33.802798794627265,30.02453495820454,27.24588879297052,24.862596203417198,22.22543752955559
143,50.61655976421395,40.265376054004776,34.359368988167205,30.524993258558197,27.710446190073412,25.299558715412473,22.632871510466757
144,51.466689925135256,40.89915538082387,34.89533921887045,31.007055791675953,28.158235242549168,25.721132838043914,23.02631243817288
145,52.287162319571756,41.50992699543927,35.41173483840225,31.471704544367185,28.590199306078645,26.128226106215635,23.406627971057148
146,53.07907172251287,42.09878309844299,35.90959001132923,31.919921361249592,29.007276005908977,26.52173619456164,23.77467219735152
147,53.84356797486216,42.66683023870108,36.38993800474246,32.35267958691814,29.4103898271608,26.902544273529827,24.131279755408386
148,54.581841138415754,43.21517869009952,36.85380271734786,32.77093688548369,29.80044582911212,27.27150944039991,24.477260973979043
149,55.29510794550632,43.744933097055494,37.30219139051201,33.17562916880625,30.178324408378288,27.629464146047056,24.813397950009985
150,55.9845995521016,44.257184340271394,37.736088433742054,33.56766555758277,30.54487703067963,27.97721053441009,25.140441479056364
151,56.65155058231832,44.75300256267545,38.156450289764265,33.94792429470215,30.900922848142187,28.315517610023733,25.459108753327442
152,57.297189434816076,45.23343128677908,38.56420126001794,34.31724952801467,31.24724611776948,28.645119149560117,25.770081743661777
153,57.922729807476614,45.69948254797751,38.960230208087054,34.676448878865784,31.584594337844152,28.96671227458647,26.074006184352783
154,58.529363385116895,46.15213296491163,39.34538805826335,35.02629171362841,31.913677020831344,29.28095660571337,26.371491083324372
155,59.11825362570262,46.592320665477516,39.720486007408695,35.367508038162754,32.23516502448511,29.588473922537872,26.66310868469992
156,59.690530574715694,47.02094298680102,40.08629436949178,35.70078793768623,32.54969036693929,29.889848257566243,26.949394815501293
157,60.247286632209196,47.4388548688637,40.443541976308595,36.02678148912801,32.857846456130346,30.18562635775588,27.230849553610526
158,60.7895731950034,47.84686786310921,40.792916060798845,36.346099077444194,33.16018866868333,30.476318452555518,27.507938159637035
159,61.31839809533339,48.245749681008476,41.13506255434736,36.65931205206867,33.4572352190559,30.76239927226787,27.78109222055072
160,61.83472375781456,48.63622421130209,41.4705867343546,36.96695366544489,33.749468264549876,31.044309266607684,28.050710958639513
161,62.33946599816207,49.018971938488676,41.80005416268422,37.269520240228005,34.037335197632856,31.322455978071773,28.317162664442463
162,62.83349338961912,49.3946307008418,42.12399186193281,37.56747251751804,34.321250081730525,31.59721553030721,28.580786217385068
163,63.317627126445686,49.76379673021292,42.442889680614826,37.86123714323111,34.60159519223005,31.868934196301524,28.841892662444835
164,63.79264131766753,50.12702592143192,42.75720180370044,38.151208254807756,34.87872262885254,32.13793001585685,29.100766816029022
165,64.25926364825258,50.48483528414138,43.06734837053696,38.43774913544138,35.15295596998698,32.404494436491404,29.35766887764437
166,64.71817634989883,50.837704534481176,43.37371716569862,38.721193906831175,35.42459194416274,32.66889395536907,29.61283602845377
167,65.17001742798314,51.18607778929736,43.67666535375321,39.00184923612535,35.6939020974437,32.93137174374934,29.866484000558202
168,65.61538209591404,51.53036532941897,43.97652123231701,39.279996036153975,35.9611344389517,33.19214923882896,30.118808604231617
169,66.0548243729778,51.870945403627644,44.27358598219122,39.55589114185223,36.226515050080366,33.45142769071252,30.369987203033944
170,66.48885880626558,52.20816604820655,44.568135396379205,39.82976894846857,36.49024964581997,33.70938965473229,30.62018012889709
171,66.91796228174809,52.542346901152115,44.86042157309704,40.101843000192616,36.75252507910152,33.96620042173133,30.86953203159979
172,67.34257589357391,52.87378099314601,45.15067456082562,40.37230752044394,37.013510781123315,34.22200938120348,31.118173158647977
173,67.76310684484024,53.202736500860226,45.4391039459388,40.64133887694581,37.273360132847344,34.476951313440196,31.366220563299407
174,68.17993035673311,53.52945845058308,45.72590037544302,40.90909697676892,37.53221176442558,34.73114760861549,31.613779239574313
175,68.59339156615398,53.854170362759035,46.011237009998496,41.17572658832351,37.79019078044357,34.984707412150584,31.86094318430719
176,69.0038073955165,54.177075830337884,46.2952709028535,41.44135858825635,38.047409910772245,35.23772869611719,32.1077963871744
177,69.41146838074879,54.49836002545574,46.57814430331584,41.70611113289766,38.303970586974856,35.49029925819056,32.354413750364586
178,69.8166404465109,54.81819113118718,46.85998588339615,41.970090754549716,38.559963945682796,35.74249764949471,32.60086193994809
179,70.21956661964737,55.13672169562227,47.140911887937875,42.233393383894224,38.81547176065325,35.994394033945554,32.84720017167615
180,70.62046867423248,55.45408990800027,47.42102720900405,42.496105300272546,39.07056730601752,36.24605098145537,33.09348093425797
181,71.01954870323475,55.770420796276454,47.70042638639893,42.75830401225136,39.32531615337709,36.497524198230735,33.33975065310284
182,71.41699061308664,56.085827347789774,47.97919453667987,43.02005907141151,39.57977690572605,36.748863197355774,33.58605029796777
183,71.81296153953767,56.40041155389781,48.25740821291831,43.281432822212196,39.83400187160413,37.00011191296113,33.83241593791837
184,72.20761318356779,56.714265381482676,48.53513619848613,43.54248109117336,40.088037682801314,37.25130926135023,34.0788792468949
185,72.6010830676806,57.027471673369234,48.812440237992405,43.80325381891481,40.34192585903895,37.502489652434434,34.32546796349385
186,72.99349571326985,57.34010498118991,49.08937570896157,44.06379563852241,40.595703322750865,37.75368345533536,34.57220630790658
187,73.38496374084542,57.65223233318366,49.36599223712648,44.324146403382514,40.84940286808205,38.0049174207322,34.81911535957991
188,73.7755888951547,57.96391394118672,49.64233425953353,44.58434166819458,41.10305358658195,38.25621506372556,35.06621339842084
189,74.16546299781075,58.27520384928846,49.91844153821958,44.84441312629883,41.35668125338512,38.507597010008254,35.313516212714546
190,74.55466883032997,58.58615052841358,50.19434962826992,45.10438900667708,41.61030867659008,38.75908130854668,35.56103737622536
191,74.94328095058478,58.89679741990932,50.47009030353564,45.36429443368206,41.863956013009584,39.01068371322509,35.80878849749212
192,75.33136644624463,59.207183431625054,50.74569194278382,45.624151752158326,42.11764105304994,39.262417936321725,36.05677944341821
193,75.71898562828707,59.51734338981396,51.02117987987711,45.88398082145417,42.37137947709684,39.51429587635289,36.30501853980519
