S,call,delta,gamma,Vega,theta,rho
1,-0.00025896865150559523,-0.00036648123229697516,-0.00015155502134029438,-5.684228357916068e-06,0.000932227634930366,-2.6878169002010444e-05
2,-0.0006902944378041397,-0.000487961591705971,-0.00010065804226266385,-1.5101225999932313e-05,0.0024675493636230894,-7.140718552480635e-05
3,-0.001224419956785555,-0.0005767577496325338,-7.92297305670861e-05,-2.674452536494641e-05,0.0043606485393074546,-0.00012646359130253151
4,-0.001838488945354168,-0.0006493295267792631,-6.685394263357403e-05,-4.0119118155639705e-05,0.006531305205871585,-0.00018970668732741153
5,-0.002519745294786831,-0.0007118122280838635,-5.860211539990279e-05,-5.494874194328023e-05,0.008934855459663549,-0.0002598301338842257
6,-0.0032597894680257574,-0.0007672815291112633,-5.262185814262216e-05,-7.105148724364727e-05,0.011541928654143496,-0.000335973746458211
7,-0.004052570856332489,-0.0008175213110639401,-4.8044312981124215e-05,-8.829631609197364e-05,0.014331404986356322,-0.000417517904494416
8,-0.004893473758049679,-0.0008636806547723808,-4.4402204647450705e-05,-0.00010658326664390178,0.017287155387735176,-0.0005039899153395921
9,-0.005778833406985584,-0.000906539513595428,-4.1419504180628675e-05,-0.0001258329706405048,0.020396410255196784,-0.0005950144758414683
10,-0.00670565271975156,-0.0009466813184061396,-3.892157107027172e-05,-0.00014598052211056006,0.0236487403444674,-0.0006902846766410063
11,-0.0076714241492697385,-0.0009845156807852806,-3.679194001543484e-05,-0.00016697161382694947,0.027035376281431267,-0.0007895437169076063
12,-0.00867401137176928,-0.001020362613846082,-3.494965240824488e-05,-0.00018875998327762267,0.030548944450481397,-0.0008925728225972484
13,-0.00971156727755313,-0.0010544866195505431,-3.333648437159331e-05,-0.00021130562567056588,0.03418298717000612,-0.0009991828480923615
14,-0.010782475128353343,-0.0010870910074900486,-3.1909379132055715e-05,-0.00023457352776347362,0.03793184672612471,-0.0011092082236215106
15,-0.01188530511630646,-0.0011183692860683436,-3.0635740281420576e-05,-0.00025853272971228247,0.04179059424902487,-0.0012225025264669953
16,-0.01301878151626353,-0.0011484076710421842,-2.9490395767745037e-05,-0.0002831555985689793,0.04575484869456803,-0.0013389350936136855
17,-0.014181757336243871,-0.0011773713948226572,-2.8453540600048566e-05,-0.000308417293006652,0.04982051021729106,-0.001458388497292684
18,-0.015373194407050242,-0.0012053597703287622,-2.7509377276135893e-05,-0.0003342953334289911,0.05398404414463931,-0.0015807564247155568
