S,call,delta,gamma,Vega,theta,rho
1,-0.0004616378666333456,-0.0006499144294567702,-0.0002644772907134992,-9.919494036933485e-06,0.0014223063373765277,-4.706913696154481e-05
2,-0.0012245690670030385,-0.0008615285243020188,-0.00017505614251797988,-2.6262801830186436e-05,0.003731553412621158,-0.00012462199618611114
3,-0.002166324996429514,-0.001015797016813702,-0.00013751291542529048,-4.641840227947655e-05,0.006559935277275497,-0.0002202662270677294
4,-0.0032468470585502174,-0.001141658317362071,-0.00011586744515235115,-6.953216751936359e-05,0.009788670785396136,-0.00032994868319740495
5,-0.004443821139937231,-0.0012498932010912567,-0.00010145313245751852,-9.512833592465603e-05,0.013351950881729246,-0.0004514116772220966
6,-0.005742573585569603,-0.0013458785735193102,-9.10172917156088e-05,-0.00012289405793789593,0.017206654503998386,-0.0005831706033007644
7,-0.007132545164318389,-0.0014327402979297243,-8.303590732540445e-05,-0.00015260421020162757,0.02132185070863324,-0.0007241571477450275
8,-0.008605687625308445,-0.0015124846687586402,-7.669006679700274e-05,-0.0001840872068930438,0.02567402835468302,-0.0008735570441488482
9,-0.010155615453430881,-0.0015865034980189208,-7.14963896072951e-05,-0.00021720691244751789,0.030244549573121837,-0.0010307242748544554
10,-0.011777109796313884,-0.001655765715508073,-6.714922043751792e-05,-0.00025185206554804995,0.03501820517587406,-0.0011951308399524296
11,-0.01346580667171666,-0.0017210143900270314,-6.344485962636592e-05,-0.0002879296327317621,0.03998234590629757,-0.0013663352552671646
12,-0.015217990014206992,-0.0017828133067054885,-6.024175797092468e-05,-0.00032536039168418185,0.0451261767536737,-0.001543961558516521
13,-0.01703044829772954,-0.0018416291061584822,-5.7438179559832214e-05,-0.0003640758786463416,0.05044037201806795,-0.0017276848493508188
14,-0.018900371708003894,-0.0018978065646768627,-5.495891419043941e-05,-0.00040401619239363584,0.05591680521388476,-0.0019172208780629527
15,-0.02082527626125642,-0.0019516357280258134,-5.274705588975692e-05,-0.00044512838423896306,0.06154832581095615,-0.002112318339686503
16,-0.022802946449256088,-0.0020033807945907256,-5.0758642983206315e-05,-0.0004873652156150987,0.06732848133184088,-0.0023127531089892073
17,-0.024831390992658554,-0.0020532202674172773,-4.8959140561133374e-05,-0.0005306842419498803,0.07325154094406372,-0.0025183237290643534
