S,p01,p02,p03,p04,p05,p06,p07,p08,p09
65,-0.0003576017918584513,-0.027267505416451357,-0.05709694660399711,-0.07770147819582161,-0.09295995872963425,-0.10553702525607296,-0.11712580556228719,-0.12926442208132405,-0.14465543525400848
66,-0.0005316815545163317,-0.03795255318906588,-0.07829943669529142,-0.10586391914105381,-0.12616262372121045,-0.14283281655497596,-0.15814796198337538,-0.17414465909052532,-0.1943618998349675
67,-0.0007752696135973762,-0.052003640916591466,-0.10575891284766276,-0.14209146137791254,-0.16870125414132361,-0.1904760238256825,-0.21042316045749618,-0.2312002706837489,-0.2573751880338112
68,-0.0011089841209589502,-0.07018862288810672,-0.14077790584896216,-0.18799090798112433,-0.22238559621934745,-0.25043208192456645,-0.27605188836615363,-0.30266482689768587,-0.3360855527874046
69,-0.0015564954710227867,-0.09336164311221323,-0.18477544612387148,-0.24529508834368105,-0.2891549327304461,-0.32479709921421734,-0.35726508719315875,-0.39090084190003016,-0.43300844903012226
70,-0.0021436217213186295,-0.12244858872765556,-0.23925801932476332,-0.3158245012064225,-0.3710331596884966,-0.4157477071634016,-0.4563693141580352,-0.49834014109387464,-0.5507189892907391
71,-0.0028966295477532342,-0.1584251268363159,-0.30578018583477895,-0.40143735781780016,-0.4700715664276454,-0.5254781562707681,-0.5756788100474777,-0.6274108560204158,-0.6917727848128826
72,-0.003839488693581914,-0.20228698544807458,-0.38589516607634156,-0.5039687954720942,-0.588280433144802,-0.6561260517862954,-0.7174361210427971,-0.7804529586794492,-0.8586154146995605
73,-0.004989805955480162,-0.2550125612549983,-0.4810963452240965,-0.6251607832053637,-0.7275513663354223,-0.809688964902832,-0.883723791219533,-0.9596251377956552,-1.0534836761795972
74,-0.006353155503022813,-0.31751841116611934,-0.5927513097511574,-0.7665849647761974,-0.8895730445162314,-0.9879349215460714,-1.0763704161195375,-1.1668065952234408,-1.2783025393323648
75,-0.007915529593555256,-0.39060868082428435,-0.7220306456450963,-0.929561323490087,-1.0757436849256716,-1.1923104002903813,-1.2968549637470954,-1.4034979376445071,-1.5345822956932327
76,-0.00963366082155215,-0.4749200075079802,-0.8698342564035579,-1.1150760576505436,-1.2870840142927837,-1.4238499110540086,-1.5462136758253462,-1.6707257063012404,-1.8233207033595433
77,-0.01142301629985347,-0.5708638714427922,-1.0367183553949963,-1.3237023821690903,-1.5241547927303756,-1.683091438592127,-1.824954022973714,-1.968955192289966,-2.1449149620763928
78,-0.013143336705618885,-0.6785687248974811,-1.2228265179739746,-1.555528091581261,-1.7869829739941014,-1.97000199793831,-2.1329800849670955,-2.2980160134481173,-2.499088092451798
79,-0.014581688483474064,-0.7978244734160728,-1.4278282216857978,-1.8100936179868132,-2.0750003796045178,-2.2839172599970134,-2.46953336349605,-2.657044488405824,-2.884833757893107
80,-0.015433113512173125,-0.9280319961030757,-1.6508681492852477,-2.0863439960603665,-2.3869983281461615,-2.623498680121364,-2.833152431111652,-3.0444461609148403,-3.3003827901517817
81,-0.015279093283331394,-1.0681603589226623,-1.8905291844855703,-2.3825976237936723,-2.721101020357411,-2.986710833192649,-3.2216540144755528,-3.4578809469839737,-3.7431937102283457
82,-0.013564188534710784,-1.2167141933170866,-2.1448115131041363,-2.6965340135958304,-3.0747596753117086,-3.3708207715774483,-3.6321371541326974,-3.8942723553292065,-4.209968438605194
83,-0.009571363347868518,-1.3717133890894961,-2.4111295830078676,-3.025201906469119,-3.4447684933529206,-3.7724202331920362,-4.061011037109963,-4.349841132835352,-4.696693231763222
84,-0.0023966469541704394,-1.5306868019154651,-2.6863279144092753,-3.3650482224395373,-3.8273025439703234,-4.187470496535078,-4.504046026965558,-4.820162578402082,-5.198703736237103
85,0.009076081653660445,-1.6906811266732462,-2.9667159329176074,-3.711967397006205,-4.217976699774539,-4.611368669133914,-4.956446381705004,-5.300245715722862,-5.710771983578311
86,0.0261992902852011,-1.8482854688033623,-3.2481211688812848,-4.061369759383171,-4.611923816945479,-5.039033262482229,-5.412942211078614,-5.784631576294902,-6.227212217400468
87,0.050583993253577875,-1.9996714917545344,-3.525959374543375,-4.408266792883642,-5.0038895476117675,-5.465006099583292,-5.8678974298939535,-6.267507066061295,-6.742001693246402
88,0.08411892990964724,-2.1406483652157138,-3.7953193976446475,-4.747370422820585,-5.388340500967625,-5.883566959439057,-6.315429850106402,-6.742830307332814,-7.248912055050638
89,0.12898569242129135,-2.2667311211206296,-4.051060051979249,-5.073202935146448,-5.759581976852634,-6.2888569126681615,-6.749539145269023,-7.204462982774739,-7.741646585336537
90,0.187668812137224,-2.3732204738842575,-4.287915768932959,-5.380213761108432,-6.11188119494509,-6.675006057213406,-7.164238226380137,-7.646305066625258,-8.213978551752366
91,0.26295989797394115,-2.4552917043675624,-4.500607516479804,-5.662899179455927,-6.43959183945555,-7.036261323370196,-7.553683585074255,-8.062427402986149,-8.659886018559892
92,0.35795504812544465,-2.508089863586016,-4.683955340575074,-5.91592098696192,-6.737275826312916,-7.367110171993563,-7.912300373525261,-8.447197863232446,-9.0736788348734
93,0.4760449242573614,-2.5268283347929743,-4.8329889159287704,-6.134220359119702,-6.999818460671392,-7.662396337639632,-8.234898375805644,-8.795397256417559,-9.450114019977262
94,0.6208970793210006,-2.5068877064349016,-4.943052677463267,-6.313123446031987,-7.222533562021494,-7.917424241058613,-8.516775551029653,-9.102321743113272,-9.784496401538245
95,0.7964303584627782,-2.4439119514123586,-5.009902422021462,-6.44843569775273,-7.401255661895001,-8.128049278976546,-8.753806458084368,-9.363869176015926,-10.072762084173958
96,1.006781438086593,-2.333899071443246,-5.029790698067926,-6.536522458167449,-7.5324169909309235,-8.290751857234202,-8.942513566964848,-9.5766075198501,-10.311543091883335
97,1.256263820894088,-2.173283634900458,-4.999538811788273,-6.574373974412495,-7.613107632986793,-8.402693729453969,-9.080120184930006,-9.737824250191851,-10.498212299160326
98,1.5493198542846391,-1.9590089938238853,-4.916593841900596,-6.559653607360572,-7.641117900003702,-8.461755902688362,-9.164584441735135,-9.84555636029123,-10.630908506749659
99,1.8904665755928833,-1.6885873896457682,-4.779069643633926,-6.490728666888357,-7.61496264124224,-8.466558042820083,-9.194614456078076,-9.898601286388686,-10.708542199288607
100,2.284236400749426,-1.3601466247281868,-4.585771407200534,-6.366683906051929,-7.533887817208207,-8.416459929376963,-9.169665419472839,-9.896509670527154,-10.73078312000888
101,2.7351138546572895,-0.9724624653449032,-4.336203893262569,-6.187318267406283,-7.397860220000219,-8.311546051093277,-9.089919864423823,-9.839561397179342,-10.698031295673305
102,3.2474696850173457,-0.5249764293794756,-4.030563976677692,-5.953125964418771,-7.207541691660735,-8.152594885110531,-8.956252817585542,-9.728726754426642,-10.61137353331647
103,3.825493801406432,-0.017799079230718107,-3.6697185739734905,-5.665263387912178,-6.964249569379799,-7.941034755332366,-8.770183868385173,-9.565614876106254,-10.472527685314859
104,4.473128534989707,0.5483006298064197,-3.255169398128066,-5.325503644174123,-6.669905366114737,-7.678888415704455,-8.53381840766132,-9.352411818728434,-10.28377714337334
105,5.194003720227824,1.1719190164710014,-2.7890062693819218,-4.936180754784436,-6.326973876814179,-7.368708653905021,-8.249780412566787,-9.091810720534,-10.047898081518536
106,5.991375059137538,1.8510531085113247,-2.27385091070742,-4.500125680076783,-5.938394988385909,-7.013507265743968,-7.921139180724968,-8.786936489121722,-9.76808193417913
107,6.868067143809575,2.583146347466858,-1.7127932726013206,-4.0205963736298145,-5.5075104729263025,-6.616679720037144,-7.551332358855145,-8.441267379876738,-9.44785548037288
108,7.8264223881849055,3.365142884012773,-1.109322469177787,-3.501204042755379,-5.0379879694630425,-6.181927729072356,-7.144087481567407,-8.058555674186607,-9.091000724376652
109,8.868256961243937,4.1935486732406435,-0.4672543732733736,-2.945837690058717,-4.533744220958269,-5.713181774400233,-6.703344048577975,-7.642749458167941,-8.701476531806929
110,9.994824627276676,5.064497534212631,0.20934217757515583,-2.358588855457633,-3.998869444075659,-5.214525425340799,-6.233177937795631,-7.197917254853792,-8.283343713405067
111,11.206789192113387,5.973820354189474,0.9162187595096682,-1.7436782794137962,-3.437554482419536,-4.69012304188956,-5.737729691366145,-6.728176989245505,-7.840694961512806
112,12.504206034705167,6.917115687841058,1.6490187071429574,-1.1053859786198217,-2.854022142329704,-4.144152188040984,-5.22113793530723,-6.2376304798258175,-7.377590748919705
113,13.886512978749032,7.889820117195967,2.40334502191919,-0.4479859772533956,-2.252463846286279,-3.580741807621113,-4.6874789126119865,-5.730304363830019,-6.898002008661397
114,15.35253053652954,8.887276890067053,3.1748236738754265,0.22431331892267536,-1.63698247293933,-3.003916943355467,-4.140712834844962,-5.210098086571158,-6.4057601353268545
115,16.900471343445655,9.904801533835261,3.9591613666934755,0.9074223725208164,-1.0115419942287929,-2.4175505197925773,-3.5846374970386563,-4.680739325647831,-5.9045145912939745
116,18.527958402712063,10.93774333899491,4.752197074474918,1.597416899194215,-0.37992427659574446,-1.8253224689861014,-3.022849361558322,-4.145746985213883,-5.397698171006304
117,20.232051580588937,11.981541813892882,5.549946888287316,2.2905771249059903,0.25430680941394,-1.2306862599601232,-2.4587121034260306,-3.608401687541196,-4.888499775810828
118,22.009281636960164,13.031777421148227,6.348641924719978,2.9834198593036376,0.8878340242395311,-0.6368427025723378,-1.8953324257184434,-3.0717235123615794,-4.379844383931797
119,23.855690947261674,14.084216110587988,7.144759243216026,3.672723508753073,1.5176083616996294,-0.04672073515443742,-1.3355428002469694,-2.5384565887920374,-3.8743797647825318
120,25.76687997124023,15.134847357189951,7.935045890031844,4.35554630588868,2.1408639820311492,0.5370352251793165,-0.7818906664946113,-2.0110600311076254,-3.374469383314782
121,27.738058452627577,16.179915591440963,8.716536332631009,5.02923815736569,2.7551269498962583,1.1120718919546135,-0.23663352955995975,-1.4917046260119804,-2.8821908671725183
122,29.764100291364226,17.215945069962757,9.4865636681698,5.691446608793349,3.358218335090868,1.6763282735167806,0.298260666134631,-0.9822746235920832,-2.399339364038333
123,31.839601015225448,18.239758373919024,10.242765083614103,6.340117496695541,3.9482522901131745,2.2280320333518233,0.8211085486358627,-0.484373954291506,-1.9274350958733422
124,33.9589367889388,19.24848884074457,10.983082113952847,6.9734909031570425,4.523629751319724,2.7656917111132273,1.3305023921470038,0.0006638134491865344,-1.4677344178933183
125,36.116323933620095,20.23958733016631,11.705756290765912,7.5900930526943355,5.083028421602087,3.2880854711850205,1.8252979242888046,0.4717624490719885,-1.0212437085881376
126,38.305877984584846,21.21082379900141,12.40932079775785,8.18872479506556,5.625389685244997,3.7942470306562726,2.304599517570516,0.9280876163868967,-0.5887354505423659
127,40.52167138830804,22.160284211872572,13.092588755792178,8.768447305215155,6.149903083227137,4.283449389443383,2.7677433811438945,1.369029618685147,-0.17076590615445753
128,42.757789025989766,23.086363348131655,13.754638749809445,9.328565605195571,6.655988942482871,4.755186945203782,3.2142793245201418,1.7941848921921633,0.23230615537137567
129,45.008380848301854,23.98775408075,14.394798186287439,9.868610476073414,7.1432797086352195,5.209156526956704,3.643951613165619,2.2033367527271253,0.6203001654526474
130,47.26771101044091,24.863433703019666,15.012625036122706,10.388319282339609,7.611600481286196,5.645237827795846,4.056679379474737,2.5964358423900435,0.993194323833535
131,49.53020300477533,25.71264786569749,15.607888475188325,10.887616180810333,8.060949195849076,6.0634736596604455,4.452536994081768,2.973580662728459,1.3511063908351773
132,51.790480397891955,26.53489266304767,16.180548887286683,11.36659213154001,8.491476839584422,6.464050395233301,4.831734743287974,3.3349985217290268,1.6942750090844783
133,54.04340288638263,27.329895373341095,16.730737642550153,11.825485072906261,8.903468032034212,6.847278904436749,5.194600100906577,3.6810271639565073,2.0230418019327345
134,56.284097489389495,28.09759431969674,17.258737011326453,12.264660567801577,9.297322244953676,7.213576237346508,5.5415598273949485,4.012097298752337,2.3378344425012187
135,58.50798479359573,28.838118273228197,17.764960520434947,12.684593173937664,9.67353588325146,7.563448253210936,5.873123077782694,4.328716190611104,2.6391508375002815
136,60.71080025631499,29.55176577319243,18.249934006657753,13.085848740703554,10.032685399107066,7.8974733466207425,6.189865652452298,4.631452429810068,2.927544525788761
137,62.888610653762456,30.23898469082731,18.714277573212,13.469067787406175,10.375411565852843,8.216287378021647,6.492415482287939,4.920921960433233,3.203611352431679
138,65.03782583307824,30.900352314982094,19.15868860810761,13.834950074717867,10.70240499717201,8.520569876342066,6.7814394021255,5.197775406429628,3.467977444738679
139,67.15520598828162,31.536556191184673,19.583925981325123,14.184240442143903,11.014392961076425,8.811031547681836,7.0576312337855995,5.462686706080788,3.721288487944463
140,69.2378647314599,32.148375900428405,19.990795499040104,14.51771595046587,11.312127506688086,9.088403094158082,7.321701172455519,5.7163430387515035,3.964200274436891
141,71.28326827127296,32.73666592226654,20.380136659247228,14.836174338633512,11.596374895256645,9.353425322874998,7.574366447178704,5.959436006763497,4.197370480669704
142,73.28923104196691,33.30233968797209,20.752810723847404,15.140423779579137,11.86790630484893,9.606840504583047,7.8163432078859785,6.192654018488497,4.421451611384342
143,75.25390814734472,33.84635489460983,21.10969009683039,15.431273899210396,12.127489760191068,9.8493849259782,8.04833957698392,6.416675805656524,4.637085039058775
144,77.1757849969246,34.36970011963005,21.45164897750007,15.709528006202689,12.375883225652373,10.081782567159436,8.271049792895724,6.632164998704582,4.844896059199044
145,79.05366451609143,34.873382748599724,21.779555240621207,15.975976467634823,12.613828788506964,10.304739827613929,8.48514936560747,6.839765677716159,5.0454898766496115
146,80.88665230959435,35.35841820527992,22.094263482255272,16.231391156145136,12.842047853078853,10.518941217892674,8.69129115973415,7.040098813297391,5.239448436596916
147,82.67414014891052,35.82582045375062,22.396609159907044,16.47652088823648,13.061237261677405,10.725045931376087,8.890102318552096,7.233759510173243,5.4273280130974655
148,84.41578813996155,36.276593726447004,22.687403748826895,16.7120877692291,13.272066256226722,10.92368520962772,9.082181942395096,7.421314967554693,5.609657469957341
