S,p01,p02,p03,p04,p05,p06,p07,p08,p09
1,1.2378916589457592e-24,-6.430343825867558e-25,-5.304046277092464e-25,-7.133099239521431e-28,-1.1374242247956855e-24,-4.322933255344223e-24,2.604174844941018e-24,-2.7186529547148266e-24,-1.5336366413153023e-24
2,4.3638881743261563e-23,-5.669690279095791e-22,4.504975972430271e-22,2.2551236915928384e-22,7.116992293576391e-23,-3.3202498823327324e-22,-3.8573170817919714e-23,2.5789346367478056e-22,3.976042073594677e-23
3,-2.0770143286114606e-22,-2.02362880868374e-21,-7.321496235905871e-22,3.427989730653032e-22,-8.62016666710868e-25,4.3233272383429615e-21,-2.0369466751727962e-21,-4.5925096811219766e-21,2.3614690444248565e-21
4,2.227778696654503e-21,-8.066899493992287e-21,4.426741825589086e-21,-2.624989247865041e-20,2.2957833349246244e-20,-4.325919221645383e-22,6.8844562967851e-21,2.408955281606722e-21,-1.647828089506291e-20
5,-8.563739445559377e-22,-2.6153046560774335e-20,1.6360349658310844e-19,1.3465444790276256e-19,-5.2175287967051465e-20,1.4530552192219916e-19,1.4584779800070612e-19,1.2244943249216998e-19,-2.5049467087525156e-19
6,2.806378459894046e-20,1.621561573635642e-19,2.9644049303248306e-19,2.385813657512559e-19,4.3948434772200145e-20,-1.342532053399748e-20,3.897677130471069e-19,5.129947627663786e-19,-2.6382478574288726e-19
7,3.135703778631724e-19,3.761352457155457e-19,4.729825709171399e-19,2.0048091857910958e-19,4.864868265265732e-19,5.679208236507132e-19,-8.590598247835062e-19,2.2371042511668364e-19,1.3002857532569746e-18
8,-1.4291616132513188e-19,-9.317910994450711e-19,3.6369312894071036e-18,-3.0453535684957423e-18,7.9678384850564e-19,1.189270148433027e-18,-1.3716677800585558e-18,3.2463418090396026e-18,3.152246728888177e-18
9,-8.020362810623608e-19,2.458471204559987e-19,-2.2383597955663923e-19,9.374479494046573e-19,-1.7221399484422772e-18,-1.4130239080625682e-18,-5.65160789458132e-18,-1.6324889924964873e-18,-4.424279073769318e-18
10,4.4847296880013994e-18,-7.708335365496514e-19,6.46554636545746e-18,-2.1703920539637128e-18,-1.0306301695616937e-18,3.236855770522327e-18,1.3260580453705944e-17,1.260491740424413e-17,-7.066662671050544e-18
11,5.438935554769559e-18,6.761173167447675e-18,1.1918015440840478e-17,5.293907817623263e-18,1.5253270446052328e-17,2.684561312735029e-18,-1.469461258065455e-17,2.2305941996156172e-17,2.425855838908287e-17
12,7.390889331505624e-18,1.1251042627851642e-17,2.5206852569452525e-17,-1.5472566171044396e-17,2.4538316238733764e-17,-4.840012851691362e-18,-5.86459610616356e-17,3.3173186846777383e-17,5.452337575693949e-17
13,7.278422413248466e-18,-2.4290145690493222e-18,2.3681062653962236e-17,2.5433094165909085e-17,-3.073063325863646e-17,-2.6683642787269067e-17,-4.702025313977166e-17,1.9811531391977352e-19,1.2560539017865595e-17
14,-1.9884523157218708e-17,2.1689870355830927e-17,-2.8312130374349915e-17,-1.8428264501809905e-17,1.6406169553093981e-16,-7.745448633685204e-18,-3.222907079929215e-17,-1.8528830290189286e-16,4.084905229370753e-16
15,-9.308894816913363e-18,-5.772415476601393e-18,-8.948783068415069e-17,-6.012190625336972e-17,-6.346065986134965e-17,5.773679230771292e-18,-3.240010701351273e-17,-1.3616419561526625e-17,-1.354841863879777e-17
16,-2.0416752571865247e-17,3.812850012410364e-18,-1.8800574755970735e-16,3.1402595234100157e-16,9.470734376807553e-17,-1.1815369861865005e-17,2.8499690053888868e-18,-2.0259520748964818e-16,-3.5747371773979467e-16
17,2.3440891208651974e-16,8.794211849806025e-17,-1.6451295739560865e-16,-1.2081229335681941e-16,-7.555167091315964e-17,-1.3469094729850343e-16,1.2609876770967387e-16,-9.109078004637405e-18,-2.5135260129208076e-17
18,-5.724756914170202e-17,-2.2811646131324327e-16,-1.1424604748983425e-16,5.52763895838229e-17,-4.739725780958865e-17,2.82366495362157e-16,6.081729841814926e-17,5.195455091069505e-16,-6.019923809564303e-16
19,1.3592435093121557e-16,-3.501279396895077e-16,-2.893072108404585e-16,-3.707270747271393e-16,2.657348680348043e-16,-1.7690520396129272e-16,2.497323658267738e-17,1.6373918074244117e-16,3.7006903552494226e-16
20,-7.020069134136341e-18,-1.2491495087154106e-16,9.04485825132892e-17,2.3472618842425046e-16,1.872216203894507e-16,5.701509212182956e-16,-3.7586600502588663e-16,2.6377626886112644e-16,-4.3945745476413055e-16
21,-2.2369267123048935e-16,-2.8755935760080637e-16,3.6810263931521014e-16,2.371700416304333e-16,-4.298320210305228e-16,5.935860293174827e-16,-6.139478720193811e-17,6.492160632881442e-16,-1.0764542647273085e-15
22,-3.5472032342338093e-16,-1.6413106976267055e-16,5.728863014240993e-16,-5.797028708498671e-16,2.262006289627746e-16,-4.465971956551701e-16,1.80313298192662e-17,-3.282472920037764e-16,1.8668680257381085e-16
23,2.6111042376941504e-16,3.3919110972974315e-17,-1.4864281801015166e-15,-1.0184560285891867e-16,3.543348740144566e-16,2.734727705317405e-15,6.250866859747701e-16,-6.982226565984989e-16,-7.7523138644361055e-16
24,-4.661148636455304e-16,-5.0148058828654255e-16,7.300678564099581e-16,-2.176406772435437e-15,-7.619593626522213e-16,9.088439826442742e-16,-2.0284584466622736e-15,-5.977863457734286e-16,1.697908554232661e-15
25,1.1669763436113938e-16,-1.2332084716930625e-16,1.606644926305314e-15,-2.1194424431378917e-16,-7.655093644905484e-16,1.3297973257194807e-15,-5.360714965471407e-16,-2.525909253027151e-15,-1.4212732677668059e-15
26,-1.9687207758545348e-16,-1.2514019409431011e-16,5.065920662855103e-15,-2.2864696663706256e-15,3.0178633157746684e-15,9.736257418778597e-16,2.2328702740557164e-15,2.597877241654255e-15,-1.9278331335000637e-15
27,-1.3505341020234412e-15,9.812864710805227e-17,-7.776090360138158e-15,4.431715379567312e-15,-6.488760090332605e-15,3.717455975152061e-15,8.783178221775723e-16,-7.208836376303634e-15,7.868278532737702e-17
28,-2.766686877678529e-15,2.514209815486119e-15,-5.211096488018997e-15,3.0014747115757317e-15,-5.089302624566713e-16,-3.3474494809507463e-15,2.1070141719509654e-15,-5.151688667257078e-16,1.6172517584014624e-15
29,-1.8861749385102827e-15,6.711033188904875e-15,9.948130373118097e-16,-2.4040805892246753e-15,-1.9878356021839093e-15,3.75998607697867e-15,1.7742262920430992e-15,1.8594974508456443e-15,1.0569447388105891e-14
30,-9.456281508665794e-16,3.869907758194966e-15,-3.5214536789565948e-15,3.857162448047219e-15,7.752895193299615e-15,-8.407897302231147e-15,5.617768401339541e-15,4.3698911667710624e-15,-4.147811351882646e-15
31,-3.7810082072018255e-16,-8.178225905196975e-16,3.1579849197611156e-15,-2.1334237875399893e-15,6.183457511879656e-15,6.24229729405155e-15,1.766392418528108e-14,7.308191061884131e-15,1.2993288001910424e-14
32,-1.5084958737370583e-15,1.019809690175717e-14,1.080629780978188e-14,-2.1361461575156977e-15,7.57411604719894e-15,2.1094679100223338e-14,3.706877904603983e-14,4.501167457836332e-14,3.872569821700211e-14
33,3.6129907946523e-15,1.0809558869686127e-14,3.1617766221373536e-14,3.410671939635089e-14,6.785178287111151e-14,8.161389502262951e-14,1.0916549039885693e-13,1.4874822214137814e-13,1.83342731642738e-13
34,-4.5088453097891855e-15,4.884140789934778e-15,1.0781577126980674e-13,1.9976757322827534e-13,2.7847290709572835e-13,4.0600940979122853e-13,4.4189734953775593e-13,5.262747759105613e-13,6.753984533033426e-13
35,-9.517705890314807e-15,9.31631719563241e-14,4.548665884567452e-13,7.839796822673636e-13,1.1465943677182289e-12,1.4203125357115304e-12,1.7495308018070481e-12,2.1215750723565896e-12,2.650179748692732e-12
36,2.9510796682374282e-15,3.844378383648144e-13,1.637514194656754e-12,2.8745285462042207e-12,3.991930463706233e-12,5.096165222870423e-12,6.159954900830274e-12,7.477678406559737e-12,9.319093910388106e-12
37,-1.2450797184320437e-14,1.5059168877899837e-12,5.5184699515281915e-12,9.657936856296976e-12,1.3406997360454473e-11,1.6907607206389826e-11,2.0526634116712743e-11,2.4675307963246315e-11,3.0558732002333387e-11
38,-1.3184685258655553e-14,4.923975041887949e-12,1.7766443145821708e-11,3.067827892992564e-11,4.217479601449755e-11,5.296242772101304e-11,6.392171978455412e-11,7.639983585430909e-11,9.402350849560618e-11
39,2.40527741401538e-14,1.549897190580884e-11,5.398451870171224e-11,9.171646610317443e-11,1.2500562960400852e-10,1.5608774479140636e-10,1.8726273433978405e-10,2.2304363924316672e-10,2.727424801081215e-10
40,8.234748242735489e-14,4.568781044646509e-11,1.5447790342620549e-10,2.5883302038493495e-10,3.5027320830982423e-10,4.34546091648296e-10,5.19165394430029e-10,6.150888302369431e-10,7.482443709963127e-10
41,1.9675058081516763e-13,1.2792717168774934e-10,4.192318696358762e-10,6.931790869307688e-10,9.307999731943463e-10,1.1478686416817163e-09,1.3650097080158607e-09,1.610147084949351e-09,1.9483570690266504e-09
42,5.947512476068881e-13,3.4020077738659635e-10,1.0818786911151625e-09,1.7654840725652349e-09,2.352755323016166e-09,2.8859452841260013e-09,3.4160608819625097e-09,4.0119259708888335e-09,4.829535741945823e-09
43,1.6879186879327532e-12,8.621463820261495e-10,2.662996046710493e-09,4.2913554510348395e-09,5.6760368842543036e-09,6.9251072063699775e-09,8.16061477911429e-09,9.543131447897808e-09,1.1430709082501904e-08
