S,p01,p02,p03,p04,p05,p06,p07,p08,p09
1,5.380065864780697e-25,-2.491784331799189e-25,7.789882719961881e-25,9.657857581070073e-25,1.1051880274255918e-24,-1.3881982411698862e-25,-2.889326312710371e-25,1.6363236225227225e-24,3.933982353097196e-25
2,1.528038262361335e-23,1.947181509879946e-23,-1.3545192583390379e-22,1.3265027139583568e-22,-2.280838173573384e-22,8.06578842702813e-23,4.0837583368065416e-23,-1.8742407545781012e-22,-9.015823277269826e-23
3,2.809429986979595e-23,2.215782973803542e-21,1.6423463389525907e-21,-2.2026460065666063e-22,5.364509264668707e-22,7.895483205675298e-22,1.4499488677358416e-21,3.4904448266851726e-21,9.467821885782158e-22
4,6.484882105628732e-22,1.3351024368046923e-20,1.0128936837901765e-20,6.269123187743349e-21,6.132932803698373e-22,6.3920959831209975e-21,-1.1395211005363444e-21,6.500513093272829e-21,-1.1611545147976075e-21
5,-4.9312174239158476e-21,5.354962974087874e-21,-1.9396114904951572e-20,5.463672076726577e-20,-1.6431059050719248e-20,4.9772076874170104e-20,-1.7524900964194635e-21,-1.662798783301942e-20,4.7169900043695427e-20
6,4.555812909162413e-20,-2.2088299933721617e-21,2.2521169246162183e-19,1.0658284456135841e-19,1.2508541174033007e-19,2.28344106172286e-19,4.513888286822286e-20,1.5278968295320153e-19,1.6859400540927015e-19
7,4.9524787340205185e-20,1.1353750957758303e-19,2.184352552646194e-19,-1.872831852181094e-19,1.1577426585538178e-19,5.459600013469857e-19,2.665289902395253e-19,2.353715882043699e-19,3.448368841525042e-20
8,1.964734963629679e-19,7.278219133621896e-19,-3.4290141767959357e-19,1.5704879305316924e-18,3.396272662017534e-19,6.938383569514991e-19,8.622138257546864e-19,-6.027937730603047e-19,-7.510180071669032e-19
9,4.279419701064804e-19,-1.4733965819624882e-18,7.906829182209037e-19,-1.8226395614965615e-18,7.534142749715226e-19,1.5660447438673425e-18,2.1296003086693867e-18,1.0975997592052067e-18,1.2748811371303346e-19
10,7.166174603483686e-19,-1.1958684619416128e-18,6.103078107973797e-19,-1.1291184189945973e-18,6.899513105759219e-19,-6.572449169081095e-19,1.634058249743523e-18,1.0548382315970111e-19,-4.406446155273097e-18
11,7.954403709189313e-20,9.45922782078824e-19,-2.6333023801710444e-18,-7.480121361705406e-19,1.22169406474751e-18,4.959574751399657e-18,2.220550735523713e-18,-9.031771059623563e-18,8.12182758169831e-19
12,1.1881996656562424e-18,-1.1968106035853652e-17,-5.599396576529861e-19,-4.2436872722734126e-18,-5.080981544278863e-18,-9.789650853653297e-18,2.9877920820953597e-18,-3.882832107632873e-18,-1.0329493281628342e-17
13,2.774021732398456e-19,4.106541870848789e-18,-4.961088492915803e-18,9.708209113651171e-18,-3.6587177610455755e-18,-1.3035520990398512e-17,-2.3669122240666962e-17,-1.0190499132543293e-17,-3.425072794125009e-17
