S,p01,p02,p03,p04,p05,p06,p07,p08,p09
1,-3.1886356989678835e-23,-3.1152870412612105e-23,-2.915061708087826e-23,-2.783692182759707e-23,-2.685618076519027e-23,-2.6015920735729447e-23,-2.5186617607699246e-23,-2.4218730739650127e-23,-2.2757935037705857e-23
2,2.396191590135146e-21,2.140329940744923e-21,1.937009819732892e-21,1.8131332766210397e-21,1.723556928124366e-21,1.6483596855978465e-21,1.5752574533602194e-21,1.4910712922472085e-21,1.3660643812056378e-21
3,-1.671037223449531e-20,-1.3770012782817144e-21,3.59700983844416e-21,6.15209026528707e-21,7.84154367836228e-21,9.175660157989371e-21,1.0407909057647573e-20,1.1760017154210081e-20,1.3655265511832508e-20
4,-1.803019101503047e-19,-1.4399850649700574e-19,-1.2420442435518012e-19,-1.1273903001540078e-19,-1.046454529106735e-19,-9.79586105125557e-20,-9.153790295991825e-20,-8.423013044771317e-20,-7.351489867777653e-20
5,7.548215393800022e-19,7.157336518477339e-19,6.624560263580653e-19,6.28505394652576e-19,6.0348726104417725e-19,5.822116810625366e-19,5.613407117695916e-19,5.370849660022004e-19,5.007190007944312e-19
6,9.363864439594447e-19,-3.5791823271352187e-19,-7.511677822247223e-19,-9.488675755025718e-19,-1.077870874095112e-18,-1.1787387663933754e-18,-1.2711421023663405e-18,-1.371582681368335e-18,-1.510836079131785e-18
7,2.195788609756628e-18,-1.2857811763417782e-18,-2.3253967562289043e-18,-2.844884795422305e-18,-3.1826341759896386e-18,-3.445954740325831e-18,-3.686530677865214e-18,-3.9473822931984616e-18,-4.307706455121745e-18
8,1.3521343365326409e-17,9.168877954945456e-18,7.253220498124612e-18,6.187478373873051e-18,5.451045017689037e-18,4.85085108105482e-18,4.28104226131668e-18,3.639217682162002e-18,2.7101515649468126e-18
9,1.640333509655845e-17,3.0160184097420337e-17,3.28351767182485e-17,3.391977850589501e-17,3.4523605868150346e-17,3.493310021822683e-17,3.52581548895029e-17,3.555464346503344e-17,3.586517544936768e-17
10,-6.048095121465918e-17,-5.034431994548072e-17,-4.4219598332814095e-17,-4.06146560274701e-17,-3.805006039671461e-17,-3.592005281797155e-17,-3.3867008257781146e-17,-3.15212552679384e-17,-2.806631083081477e-17
11,6.569381546721048e-17,9.725548722939478e-18,-8.741202898729805e-18,-1.8274270180356706e-17,-2.4599239916260837e-17,-2.9602262850405064e-17,-3.423443376624958e-17,-3.932596023726355e-17,-4.6479101898146955e-17
12,-3.585386023949747e-17,7.497681734483438e-17,1.061520971574171e-16,1.2138598726722955e-16,1.3115733358416054e-16,1.3869320427014405e-16,1.4550886839179523e-16,1.528246730378074e-16,1.627991291336605e-16
13,9.985143824472715e-18,-1.7463346475510295e-16,-2.2371305217996143e-16,-2.4716778942953433e-16,-2.6199237411953455e-16,-2.732873701332055e-16,-2.833953908113325e-16,-2.94123968359693e-16,-3.085227059552748e-16
14,-6.375161389211083e-17,2.347863577966727e-16,3.1688965630043436e-16,3.5666988708446235e-16,3.8203177595331123e-16,4.015075528333484e-16,4.190569710822291e-16,4.37795420588392e-16,4.632038341868012e-16
15,3.367187351878969e-16,-1.0859533632737209e-16,-2.449596907759735e-16,-3.1366719448545743e-16,-3.5858429058414575e-16,-3.9374184487352393e-16,-4.259698654730906e-16,-4.610573184704702e-16,-5.097514327949831e-16
16,-9.806052074483338e-16,-4.778652180799794e-16,-2.8936400342949025e-16,-1.8844867416631114e-16,-1.2009505146149893e-16,-6.520269818634502e-17,-1.3729755127922701e-17,4.3586373041004503e-17,1.2536338966608426e-16
17,1.84426490388995e-15,1.687913854056617e-15,1.5406652330672047e-15,1.4494269893080405e-15,1.382984268194854e-15,1.326903376590444e-15,1.2722264739678384e-15,1.20899446891939e-15,1.1147265872724246e-15
18,-1.9315072650578525e-15,-2.825605000373525e-15,-2.9493697901295117e-15,-2.9859350226420856e-15,-2.9995327585844715e-15,-3.0040502111130093e-15,-3.0032300385070106e-15,-2.9967744147908165e-15,-2.9779349201212516e-15
19,-3.851408705930913e-16,1.7533642133014123e-15,2.3375191799148814e-15,2.6198028508580653e-15,2.7994766945275556e-15,2.9371244475466882e-15,3.0610496626833912e-15,3.193225568011033e-15,3.3720452041892034e-15
20,4.75964450242289e-15,3.1513927222984603e-15,2.4541584135593857e-15,2.067810389123598e-15,1.8011678919758225e-15,1.5841339911340361e-15,1.3784103674550544e-15,1.1468920847517291e-15,8.12105129981044e-16
21,-5.596480770375532e-15,-7.762863879666968e-15,-8.009113673955007e-15,-8.06154814484945e-15,-8.067317500416874e-15,-8.054541506126195e-15,-8.029157027720926e-15,-7.98603852002509e-15,-7.898773503225581e-15
22,-3.2096546099644862e-15,2.2004619552682402e-15,3.8076287565121155e-15,4.608891863867984e-15,5.1292535679372396e-15,5.534368671275205e-15,5.9040016391446825e-15,6.304592352267493e-15,6.857156215129825e-15
23,1.2993397419769153e-14,1.2575594879001647e-14,1.1714615448727823e-14,1.1154889670281452e-14,1.0738904756986581e-14,1.0383238094109515e-14,1.0033005398202392e-14,9.624635456486527e-15,9.009702055851694e-15
24,-2.015300110839273e-15,-1.1454935604829147e-14,-1.3818950112646612e-14,-1.4919155962647618e-14,-1.560261649411268e-14,-1.6115616325183206e-14,-1.6568340651665007e-14,-1.7041751514923238e-14,-1.7663424833371624e-14
25,-2.176237969968125e-14,-1.7286152430284547e-14,-1.4849986675406302e-14,-1.3439435920239002e-14,-1.2444635251926323e-14,-1.1622492407403934e-14,-1.083329152855993e-14,-9.935063729647607e-15,-8.618519508847997e-15
26,8.109431579842655e-15,2.31125012632368e-14,2.6584214663607373e-14,2.8140931259391435e-14,2.908123640490108e-14,2.97711507374501e-14,3.0366113506034575e-14,3.097227236812729e-14,3.173879642115808e-14
27,3.5494904948939396e-14,2.731237914049023e-14,2.3104603234379863e-14,2.0691894637217458e-14,1.8998549662719257e-14,1.7603932572399014e-14,1.6269237702211153e-14,1.4753495562576797e-14,1.2537838874389626e-14
28,-9.684053312243418e-15,-3.471514020540012e-14,-4.07281267098497e-14,-4.3473420156192244e-14,-4.515422115633982e-14,-4.640144259776493e-14,-4.749032417556276e-14,-4.861408486312137e-14,-5.0063231383104886e-14
29,-5.84192457030876e-14,-5.120009657096138e-14,-4.590458433460657e-14,-4.2706291276258036e-14,-4.040542775733361e-14,-3.84787738988554e-14,-3.660986171780013e-14,-3.446222654366486e-14,-3.1277752087391975e-14
30,-5.428305070735841e-15,3.625160120718525e-14,4.755406766085871e-14,5.299687335983808e-14,5.645558909944955e-14,5.910156187340241e-14,6.147871798258364e-14,6.401319312502983e-14,6.743417168838245e-14
31,8.780499925265044e-14,9.715891117549584e-14,9.473527168753596e-14,9.261576997308902e-14,9.087242378623473e-14,8.929304256583438e-14,8.767458283070627e-14,8.572373735403912e-14,8.267898682047541e-14
32,6.33474253423892e-14,1.1266058874854762e-14,-4.88441031752839e-15,-1.300501824811702e-14,-1.8304942768654973e-14,-2.2446182737998967e-14,-2.6231466809769774e-14,-3.0327156405541536e-14,-3.595564758077414e-14
33,-6.166178900783811e-14,-8.367702296791974e-14,-7.994105074459512e-14,-7.602588135722134e-14,-7.265345561499314e-14,-6.952692443061531e-14,-6.623617517340587e-14,-6.211514066540664e-14,-5.5389254016934376e-14
34,-1.5759797938139676e-14,1.6029705957271207e-13,2.3396712523926973e-13,2.7547781737164296e-13,3.0434684637474416e-13,3.2799835025708447e-13,3.506819777267142e-13,3.767173985152598e-13,4.155530583771793e-13
35,5.946746662406872e-13,1.2441605544668324e-12,1.4896178376248898e-12,1.6252406315435098e-12,1.7185590189417297e-12,1.7944778997602645e-12,1.8669905355830653e-12,1.9501184001451456e-12,2.0741777875290675e-12
36,2.5777239374214004e-12,4.689161883072806e-12,5.513521853390007e-12,5.973950102371855e-12,6.2923914303441514e-12,6.552418651385888e-12,6.801743165323223e-12,7.0889526899153536e-12,7.520259501707469e-12
37,8.982122667872652e-12,1.6348779621884844e-11,1.9262859369993386e-11,2.089398263383688e-11,2.2022990939642298e-11,2.294529117484308e-11,2.3829985383561855e-11,2.484946967968575e-11,2.6380951899818438e-11
38,3.051969501972493e-11,5.564490179594093e-11,6.550418980063167e-11,7.100349879204688e-11,7.480184061039435e-11,7.789988581324313e-11,8.086761039528919e-11,8.428298282200862e-11,8.940505462078066e-11
39,1.0005778113567904e-10,1.8038700690981715e-10,2.1155756682524787e-10,2.2887389483654287e-10,2.408053279822562e-10,2.5051974460883356e-10,2.598123034478147e-10,2.7049273751229486e-10,2.864856812914977e-10
40,3.107329610358042e-10,5.51837813221263e-10,6.44483824230682e-10,6.957695185301849e-10,7.310299265680855e-10,7.596924612538478e-10,7.870760668884462e-10,8.185158056910073e-10,8.655350879479013e-10
41,9.124717329060868e-10,1.5970395490321074e-09,1.857796442535721e-09,2.0016723627828245e-09,2.1003902015700695e-09,2.1805154334050414e-09,2.256976782941646e-09,2.3446785212270333e-09,2.4756919646798713e-09
42,2.543628015477167e-09,4.3915698235128164e-09,5.089583816415922e-09,5.473502914357535e-09,5.736398063063854e-09,5.949464458328373e-09,6.15255804537438e-09,6.385288995314093e-09,6.732577719813896e-09
43,6.757680022392622e-09,1.1515433787216314e-08,1.3297779251751372e-08,1.4275030749237365e-08,1.494289787285396e-08,1.5483383743504742e-08,1.5997994421326913e-08,1.658715940959804e-08,1.7465402949842574e-08
44,1.716295024245e-08,2.8876329335519934e-08,3.322882552307499e-08,3.5607895838375344e-08,3.723059091195203e-08,3.8541871998002916e-08,3.978899323961596e-08,4.1215510607017975e-08,4.3339791171681196e-08
45,4.1778796122780914e-08,6.942216928552347e-08,7.96122280511027e-08,8.516511041116977e-08,8.894518433383669e-08,9.199537726681697e-08,9.489315346227047e-08,9.82048844674408e-08,1.0313167327143902e-07
46,9.770220258563187e-08,1.6038457347991325e-07,1.833105724613503e-07,1.9576609834195251e-07,2.0422867051289813e-07,2.1104736245249023e-07,2.1751833602660126e-07,2.249074707649896e-07,2.358897966995178e-07
47,2.1998163077779994e-07,3.5684956302096616e-07,4.065257360940591e-07,4.334343904077667e-07,4.5168159350025113e-07,4.663630641680104e-07,4.802810080846064e-07,4.96160788822192e-07,5.197413795067231e-07
48,4.77850030024307e-07,7.662193750929272e-07,8.700970005148522e-07,9.262008131653345e-07,9.641729586381832e-07,9.946810488870134e-07,1.0235720702744564e-06,1.0565094609266923e-06,1.105377638465425e-06
49,1.0033448465070575e-06,1.5907156171863933e-06,1.8007407498066645e-06,1.91384608826208e-06,1.990252119393608e-06,2.0515514020914737e-06,2.109541050504811e-06,2.1756020063816725e-06,2.273534272714764e-06
50,2.040025851035756e-06,3.1986908001234924e-06,3.6099915177392355e-06,3.830856262585036e-06,3.979773526706564e-06,4.0990764571196585e-06,4.21182158885352e-06,4.340164340704604e-06,4.53027809430479e-06
51,4.023173187739128e-06,6.240347462082597e-06,7.021792236003234e-06,7.4402317741616645e-06,7.7218280148797e-06,7.947101935038217e-06,8.159775334912268e-06,8.401698202743393e-06,8.759792734318844e-06
52,7.707651979499613e-06,1.182962374253295e-05,1.327224497368269e-05,1.4042554847578524e-05,1.4559965683313471e-05,1.4973295298262904e-05,1.5363109722398016e-05,1.580623126261922e-05,1.6461681465472536e-05
53,1.4365629626842082e-05,2.1821476665864935e-05,2.4412927824481774e-05,2.5792819452199456e-05,2.671792317553582e-05,2.7455872521207175e-05,2.8151137259853245e-05,2.89409559143085e-05,3.0108458907927355e-05
54,2.6083463067394106e-05,3.922238227419597e-05,4.3758165302476626e-05,4.616669484570991e-05,4.77783470921136e-05,4.906209569405198e-05,5.027037864255271e-05,5.164211013898097e-05,5.3668539447626226e-05
55,4.619509661096016e-05,6.878114721218808e-05,7.652621856694711e-05,8.062760512925692e-05,8.336679107070386e-05,8.554550040030504e-05,8.759409159499869e-05,8.991838082178464e-05,9.335002707166936e-05
56,7.989777598113759e-05,0.00011781640164411243,0.0001307337757596359,0.00013755546283022557,0.0001421027313200182,0.00014571427862347135,0.00014910676873340978,0.0001529535641011776,0.00015863005638358093
57,0.00013510411116004518,0.0001973454710144983,0.00021841134435753083,0.00022950602698047003,0.00023688740101337593,0.00024274122710162696,0.0002482345596998085,0.00025446004730478306,0.00026364214728238087
