S,p01,p02,p03,p04,p05,p06,p07,p08,p09
1,-1.0438902581078204e-24,-5.56710612471175e-26,-3.4848185272456144e-25,5.047546090054383e-25,8.095952717663538e-25,8.544027200803315e-25,-2.7477139202749748e-25,1.5403189578229061e-24,-1.4896359759558454e-25
2,-1.1607304487290051e-22,-1.369702115913856e-22,-2.674160933170016e-22,1.2224474352205705e-22,-1.2277878306608344e-22,3.614188097430997e-23,-1.4525006334400702e-22,-2.328872483472648e-22,-1.2743074888832304e-22
3,-9.06570308165393e-22,-3.5743528172678594e-22,1.2678422965639983e-22,8.936813971004188e-22,1.7148945857288264e-21,1.6996768309949255e-21,4.006203127532195e-21,1.4324179644022252e-21,9.216280937511794e-22
4,-2.4151636745526697e-21,4.017034409607461e-21,-6.253559998425568e-21,7.659010623603591e-21,1.0157885922383672e-20,1.5747545498771895e-20,1.3308452736560492e-20,-6.345085687928371e-23,2.406672392803472e-20
5,5.972230906958743e-20,5.729718796766189e-20,1.0847266896757886e-19,2.4907343154041912e-20,6.06468838739762e-20,8.745990443825867e-21,8.555572448778125e-21,-5.3837270081636824e-21,4.860052788826108e-20
6,-1.5933205039397235e-19,6.422477942472641e-20,-1.600753379477175e-19,2.9168065400734665e-19,1.1500865322036744e-19,1.9458772207660663e-19,-3.432639905931311e-20,1.422669531923942e-19,2.972528077416078e-19
7,-8.013818904916688e-20,6.60434666686108e-20,2.9473656121529136e-19,4.897001580695654e-19,-6.838834150175904e-20,5.989138834499181e-19,-4.543069169726676e-20,1.167120427027323e-19,5.171251340889919e-19
8,-8.931720949798693e-19,1.4900003263527737e-18,6.285145557508878e-19,4.834309342498808e-19,7.087633403425328e-19,6.53815228355781e-19,1.466087971316459e-18,7.046986599212812e-19,2.2127857747096547e-19
9,-6.390436197174336e-19,-2.2619355532594613e-18,1.2770405071055362e-18,6.671010004788655e-19,-4.1279066303380634e-19,-2.3894474660201434e-19,-6.724915003419066e-19,3.2400061931825875e-19,4.2546153889666446e-19
10,4.0748814903487324e-18,-5.877795105667881e-19,5.810780430548262e-19,3.9776413899926366e-18,2.2382788162832266e-18,-1.2185964642252365e-18,4.619171312346717e-19,2.8163084557017207e-18,-1.0506684346959909e-18
