S,p07,p08,p09
117,15.013690153950572,15.13044667540981,15.24210840115433
118,15.806287342280955,15.924286930163799,16.037030712636074
119,16.612375402275198,16.73140024036629,16.84500890870246
120,17.431105621620723,17.550940963479828,17.665200162466537
121,18.26165137693265,18.382086540203964,18.496785699766512
122,19.10321159867349,19.22404083462676,19.338974020200855
123,19.955013638369554,20.076036878394827,20.191003523743024
124,20.81631556829483,20.937339050834193,21.05214457654177
125,21.686407949202323,21.807244732064675,21.92170105434416
126,22.56461510564986,22.685085469841187,22.799011405409484
127,23.450295951149133,23.570227703266603,23.683449276927544
128,24.342844406865495,24.462073087776645,24.574423749982103
129,25.24168945809924,25.360058466053015,25.471379228145047
130,26.14629489236711,26.263655528931473,26.373795023983767
131,27.056158761789685,27.172370209055497,27.281184686302755
132,27.97081261076096,28.08574184815334,28.193095108903474
133,28.88982050767864,29.00334217649103,29.109105459207687
134,29.812777916974024,29.92477414040322,30.028825962334714
135,30.73931044489061,30.84967061093254,30.951896573279225
136,31.669072489521604,31.77769300361249,31.877985566770754
137,32.601745822612614,32.70852983637515,32.806788071316525
138,33.53703812763613,33.64189524954024,33.73802457086253
139,34.47468151569509,34.57752750888781,34.67143939455362
140,35.41443103798324,35.5151875099726,35.60679921222285
141,36.356063210828665,36.45465729916383,36.54389155057734
142,37.29937456682113,37.3957386243774,37.48252334254659
143,38.244180243187266,38.33825152615552,38.42251951997372
144,39.19031261643068,39.282032977640235,39.363721657746645
145,40.137619990317425,40.226935580073,40.30598667558199
146,41.08596534255361,41.17282631876939,41.249185602028874
147,42.03522513396266,42.119585382993456,42.19320240377415
148,42.98528818262804,43.067105051884624,43.137932882067815
149,43.93605460430697,44.01528864742622,44.083283637005444
150,44.88743481942441,44.96404955452313,45.02917109945701
151,45.83934862613253,45.91331030743468,45.97552062969836
152,46.7917243382211,46.86300174116335,46.9222656811445
153,47.74449798612495,47.813062205867645,47.86934702709887
154,48.69761257880295,48.763436841957,48.81671204804541
155,49.65101742396533,49.7140769132097,49.76431407671354
156,50.60466750384584,50.664939195034925,50.712111797946555
157,51.55852290356447,51.61598541485075,51.66006870028108
158,52.51254828902718,52.56718174146845,52.608152576068505
159,53.46671243125213,53.518498320339376,53.55633506696257
160,54.420987774037926,54.46990885155088,54.50459125162531
161,55.37535004190682,55.421390207497865,55.45289927257417
162,56.329777885353806,56.372922087250444,56.40123999917257
163,57.284252560517196,57.324486704745716,57.349596723903716
164,58.23875764051247,58.27606850804488,58.297954889168984
165,59.193278755793,59.227653927051385,59.246301842026334
166,60.14780336105865,60.179231147217486,60.19462661440791
167,61.10232052636106,61.130789906918665,61.142919726519125
168,62.056820750221576,62.08232131633739,62.091173011280844
169,63.01129579270999,63.033817695829576,63.03937945781311
170,63.9657385265952,63.98527243191225,63.987533072127164
171,64.92014280481652,64.936679849151,64.93562875332124
172,65.87450334264886,65.88803509635231,65.88366218371571
173,66.82881561310363,66.8393340456199,66.83162973151556
174,67.78307575418194,67.79057320293424,67.77952836467327
175,68.73728048677796,68.74174962905512,68.72735557478872
176,69.69142704206897,69.69286086964743,69.67510930995095
177,70.64551309741357,70.64390489362583,70.62278791556231
178,71.59953671979923,71.59488003882622,71.57039008225495
179,72.55349631602913,72.54578496419148,72.51791480010536
180,73.50739058889067,73.49661860773425,73.46536131845137
181,74.461218498626,74.44738014962512,74.41272911064632
182,75.41497922910928,75.39806897982245,75.3600178431987
183,76.36867215817963,76.34868466970617,76.30722734877895
184,77.32229683165077,77.29922694725583,77.25435760263072
185,78.27585294056702,78.24969567535184,78.20140870199167
186,79.2293403013111,79.20009083282355,79.14838084815547
187,80.1827588382398,80.15041249791601,80.09527433085341
188,81.1361085685178,81.10066083388652,81.04208951467703
189,82.08938958891234,82.05083607646131,81.98882682728481
190,83.04260206428054,83.00093852292903,82.93548674917604
191,83.99574621755754,83.95096852266408,83.88206980482913
192,84.94882232105374,84.9009264689095,84.8285765550406
193,85.90183068889317,85.85081279164554,85.77500759030154
194,86.85477167046335,86.80062795142233,86.7213635250892
195,87.8076456447236,87.75037243402082,87.66764499294545
196,88.7604530152888,88.70004674584632,88.6138526422536
197,89.7131942061727,89.64965140994651,89.55998713260715
198,90.6658696581096,90.59918696259051,90.506049131698
199,91.61847982537887,91.54865395031803,91.45203931266262
200,92.57102517307231,92.4980529274083,92.39795835181769
201,93.52350617473512,93.4473844537116,93.34380692672941
202,94.47592331034156,94.39664909278241,94.289585714584
203,95.42827706455412,95.34584741030292,95.23529539080367
204,96.38056792523628,96.29497997271989,96.18093662788633
205,97.33279638217466,97.24404734610175,97.1265100944319
206,98.28496292598668,98.19305009515472,98.07201645433193
207,99.23706804719409,99.1419887824082,99.01745636609465
208,100.18911223543567,100.09086396751343,99.96283048229631
209,101.14109597879299,101.03967620666336,100.90813944913076
210,102.09301976322583,101.98842605211266,101.85338390604646
211,103.0448840720967,102.93711405176987,102.79856448546367
212,103.99668938576966,103.88574074887086,103.74368181255106
213,104.9484361812793,104.83430668171033,104.68873650505968
214,105.90012493204968,105.78281238342369,105.63372917320132
215,106.8517561076738,106.73125838181852,106.5786604195712
216,107.80333017372102,107.67964519924068,107.52353083909831
217,108.75484759159193,108.62797335247393,108.46834101902509
218,109.70630881839992,109.57624335267013,109.41309153891724
219,110.65771430687914,110.52445570529935,110.35778297068435
220,111.60906450531486,111.47261091012483,111.30241587862325
221,112.56035985749298,112.4207094611917,112.24699081947239
222,113.51160080266672,113.3687518468285,113.19150834248045
223,114.46278777554161,114.31673854966746,114.13596898947739
224,115.41392120626202,115.26467004666888,115.0803732949672
225,116.36500152041584,116.21254680915628,116.02472178620502
226,117.31602913904875,117.16036930286013,116.96901498330236
227,118.26700447867933,118.10813798796347,117.9132533993205
228,119.21792795132495,119.0558533191572,118.85743754036862
229,120.16879996453012,120.00351574569629,119.80156790571418
230,121.11962092140469,120.951125711459,120.7456449878786
231,122.0703912206529,121.8986836550122,121.68966927274744
232,123.0211112566255,122.84619000967214,122.63364123967399
233,123.97178141935,123.7936452035739,123.57756136158204
234,124.92240209458332,124.74104965973538,124.5214301050769
235,125.87297366385533,125.68840379612793,125.46524793054058
236,126.8234965045163,126.6357080257431,126.40901529224365
237,127.7739709897838,127.58296275666186,127.35273263843945
238,128.72439748879293,128.5301683921211,128.29640041147022
239,129.67477636664714,129.47732533058576,129.2400190478657
240,130.62510798446178,130.42443396581228,130.18358897843888
241,131.57539269941904,131.3714946869186,131.12711062838366
242,132.52563086481743,132.31850787845224,132.07058441737067
243,133.47582283011732,133.26547392045055,133.01401075963813
244,134.42596894099285,134.21239318851613,133.95739006408706
245,135.3760695393802,135.15926605387105,134.90072273436962
246,136.32612496352817,136.10609288342775,135.84400916897604
247,137.27613554804296,137.0528740398486,136.78724976132347
248,138.22610162393855,137.99960988161206,137.73044489983468
249,139.1760235186777,138.9463007630683,138.67359496803746
