S,p02,p03,p04,p05,p06,p07,p08,p09
67,9.005271313705742e-05,0.0007463550995104891,0.0016457183349794689,0.002517717822295343,0.003330333140062323,0.0041234622733811906,0.004980109649685394,0.00610777824460137
68,0.00013957887783873338,0.0011062828793181353,0.0023962565395283437,0.0036299265577355573,0.0047699261620896185,0.005875877865313742,0.007064399843505693,0.008621062832726631
69,0.00021309825359080517,0.0016165102560650256,0.0034407215418025697,0.005161902467612212,0.006739268870699591,0.008260460812290558,0.009887162786359696,0.012007198030383238
70,0.0003206508800883951,0.002329858264333706,0.004874703764951258,0.007244114306018287,0.009397932007493065,0.011462964202361656,0.01366053570645212,0.016510666048800814
71,0.0004757952065100812,0.003314015474744809,0.006818073884095573,0.010038180737885928,0.012941952501862232,0.015710120499150756,0.018641954754534135,0.02242625776381618
72,0.000696584674157473,0.004654548647234438,0.009419138377733774,0.01374164244545274,0.017608970945557623,0.021275017101249006,0.02513969753146149,0.03010473252983573
73,0.0010067329225284393,0.00645820938330032,0.012859008971152974,0.018592834157852324,0.02368335713111532,0.02848235137917098,0.03351819064039661,0.039958097992160234
74,0.00143698154189408,0.008856492944844821,0.017356084916543134,0.024875716057973767,0.0315011549462389,0.03771337457048538,0.04420287259563562,0.052464280719269306
75,0.0020266796918030168,0.012009387577305438,0.023170526688390355,0.03292450527499833,0.041454662064600634,0.04941032149865337,0.05768439406420302,0.06817095572310926
76,0.002825578932649482,0.01610923506815034,0.03060858242223237,0.04312793477833944,0.053996451050207304,0.06408011903395476,0.07452193861546469,0.08769831097670797
77,0.0038958393565114244,0.021384606864919727,0.040026615532629234,0.05593296014802122,0.06964263774234211,0.08229717137909787,0.09534545850527525,0.11174054211972545
78,0.005314234721112031,0.028104085859326115,0.05183467448142646,0.07184773527831602,0.08897521071896083,0.10470503495810689,0.12085664152033203,0.14106590223810253
79,0.007174535040805817,0.03657983285989125,0.06649944443903653,0.09144368654822513,0.11264325235846993,0.1320168196709847,0.15182845594408154,0.17651517083783416
80,0.009590035306675827,0.04717080965492246,0.08454642608266248,0.1153565313947465,0.14136290713889704,0.16501418575884425,0.1891031600885186,0.21899845324519504
81,0.012696189094256865,0.06028552807072766,0.10656119913584505,0.14428611113519607,0.17591598544062628,0.20454484520759666,0.23358870888180938,0.2694902745292105
82,0.016653296222775903,0.07638419699545738,0.1331896472306915,0.1789949384551297,0.2171471299329283,0.25151852178948364,0.2862535406365939,0.3290229881942234
83,0.021649184825558634,0.09598014715635225,0.16513704565658563,0.22030539598630666,0.2659595149527328,0.3069013724761755,0.3481197800224547,0.3986785767047332
84,0.027901820650398406,0.11964042642396017,0.2031659436093936,0.2690955623198521,0.3233090952075202,0.371708922852226,0.42025494599805036,0.47957897574463143
85,0.03566177057203859,0.14798547622355782,0.24809280646120274,0.326293683903155,0.39019746660837734,0.4469976180618375,0.5037623036314202,0.5728751044952634
86,0.04521444355397873,0.18168782165956568,0.3007834199176014,0.39287135372261306,0.46766344701226725,0.5338551365735921,0.5997700441441285,0.6797348279501388
87,0.05688203095017982,0.22146973339008286,0.3621470951897616,0.4698354986479955,0.5567735261865411,0.6333896546888986,0.7094195162401533,0.8013301125763294
88,0.07102506929920896,0.2680998471365359,0.4331297509182967,0.5582193150845212,0.6586113706766561,0.7467182836003836,0.8338527623035749,0.9388236621769215
