S,p02,p03,p04,p05,p06,p07,p08,p09
115,5.561184229119551,17.466432577183145,17.63136472369413,15.525565822533682,13.318501352503542,11.262498896466244,9.2241282996806,6.811381025899088
116,6.343164379911506,19.106124940460333,19.14055552350242,16.86355180150194,14.523579457819302,12.36242273414847,10.231443389486117,7.719905202862876
117,7.204451950837737,20.816958393557528,20.689656911494936,18.226913460931726,15.746515201283895,13.475685884152533,11.24894439032511,8.635960861427172
118,8.14903663717279,22.594950348575836,22.273433259951236,19.610549445391445,16.982488825546316,14.597738222815337,12.272336175900467,9.555532698258418
119,9.180665819474216,24.43567876236634,23.886531170806478,21.009396242072143,18.226798407173206,15.724195228897031,13.297522365727943,10.47483171248631
120,10.302799092273379,26.33433511940524,25.52354272260482,22.41848372941453,19.474907626996085,16.850879261204987,14.320640848325628,11.390324670269525
121,11.518564917461992,28.285781043559766,27.179066082102477,23.832985663628925,20.72248749618426,17.973854356328367,15.33809263413417,12.298756862487181
122,12.830720106087773,30.284607411575504,28.847762586044556,25.248264592333758,21.96545179974576,19.08945450385815,16.346564151841037,13.19716841865759
123,14.241612781267792,32.32519485811167,30.524409546276843,26.6599108522108,23.19998618016772,20.19430550460184,17.343043234748023,14.082904553590936
124,15.753149410558997,34.40177460376073,32.20394818318262,28.063775465848018,24.42257092834188,21.285340644902284,18.32482915373408,14.953620212554775
125,17.366766420277646,36.508488600646814,33.88152624340055,29.45599689824361,25.62999767497267,22.359810526510238,19.289537140341828,15.807279646482186
126,19.08340681917161,38.639448071200896,35.552535004254345,30.833021763662227,26.81938028197486,23.415287476107594,20.235097908629918,16.64215149231385
127,20.903502166765463,40.788789610873266,37.21264050572657,32.19161968678996,27.98816031980813,24.449665022453182,21.159752728466863,17.456799957265012
128,22.82696012506897,42.950728131116286,38.857808978434605,33.52889261760996,29.13410758327082,25.46115297337952,22.06204462777439,18.250072711858678
129,24.853157733592077,45.11960603140572,40.484326550841395,34.84227897690637,30.25531614636403,26.448268650425177,22.940806309514628,19.021086086928918
130,26.980940448983613,47.28993810472177,42.08881341979307,36.12955306898371,31.35019648706603,27.409824848843023,23.795145362020698,19.76920814798131
131,29.208626894475852,49.45645179691134,43.66823275376053,37.38882024100487,32.41746422750129,28.34491508565886,24.62442732238017,20.494040187692164
132,31.53401917251717,51.614122553557614,45.219894668630545,38.618508295250464,33.45612603526753,29.25289668191411,25.428257122908704,21.19539713733687
133,33.954418508475335,53.75820409632732,46.74145567074692,39.81735567335054,34.46546322007755,30.133372198396735,26.20645941385842,21.873287352035575
134,36.466645915509254,55.88425357198305,48.23091400255812,40.98439693120426,35.445013538181236,30.986169709759537,26.959058212312215,22.52789217547857
135,39.06706750195929,57.98815160981121,49.68660135258407,42.118946012423386,36.39455168686627,31.811322361569694,27.6862562808196,23.159545638638157
136,41.7516239838466,60.06611740604457,51.10717140575041,43.22057780756161,37.31406893550506,32.60904761062129,28.38841459043735,23.768714595607854
137,44.51586391688822,62.11471902599177,52.491585712696676,44.28910845881724,38.20375229871242,33.37972650254191,29.066032173469125,24.35597954983031
138,47.35498012533503,64.13087917592239,53.83909734949093,45.32457483611889,39.06396361407225,34.12388329305962,29.719726623020293,24.922016375309397
139,50.263848778818485,66.11187674651973,55.14923282363142,46.32721357298628,39.895218841649616,34.84216567285365,30.35021544920724,25.467579092943105
140,53.237070553278265,68.05534446917045,56.42177265954409,47.29744000996092,40.69816785790845,35.53532581006813,30.958298458142508,25.993483819955543
141,56.26901330735174,69.95926305471247,57.65673106862508,48.235827351667204,41.4735749721876,36.204202381649786,31.544841278553903,26.500593973009856
142,59.3538557108606,71.82195220313704,58.854335076729036,49.14308630134414,42.22230035179226,36.84970372438734,32.11076012361751,26.98980677212255
143,62.48563127637561,73.64205888231669,60.01500344651003,50.020045395365464,42.94528250157725,37.47279219949746,32.657007842174934,27.462041063072107
144,65.6582722674035,75.4185432753557,61.139325695516256,50.86763222020689,43.64352190718481,38.07446983148175,33.18456128407412,27.918226451095407
145,68.86565298650429,77.15066279015463,62.22804147256724,51.68685565659956,44.31806591704479,38.6557652523841,33.69440997894664,28.359293717655376
146,72.10163198246309,78.83795451296542,63.282020518267856,52.47878926036922,44.96999490831115,39.217721957097496,34.18754610621697,28.78616647487071
147,75.36009275653757,80.48021647027355,64.30224339809172,53.24455585724355,45.600409755229876,39.76138785330292,34.66495571649304,29.199753998822686
148,78.63498259246416,82.07748804189059,65.28978316192777,53.98531339978696,46.21042059528513,40.28780607160698,35.12761115016119,29.600945172454374
149,81.92034918239845,83.63002984326826,66.24578805058636,54.702242108987065,46.8011368691041,40.79800698637506,35.57646458806829,29.990603461684984
150,85.21037477008551,85.13830336807189,67.17146533917901,55.396532900407536,47.373658593921775,41.29300138636722,36.012442661006006,30.369562843367603
151,88.49940758240722,86.60295065297436,68.06806637936873,56.06937707575845,47.92906881727319,41.773774725396606,36.43644203928602,30.73862460152057
152,91.78199037009315,88.02477419736014,68.93687287671834,56.72195724457225,48.46842718762332,42.24128237696405,36.84932592050032,31.09855490738731
153,95.05288592684965,89.40471734072534,69.77918441772815,57.35543942761936,48.99276457110098,42.69644581315326,37.25192133230415,31.450083099971238
154,98.30709950293866,90.74384527126291,70.59630724096237,57.97096628328795,49.503078638209175,43.140149626191615,37.64501716729676,31.793900586414736
155,101.53989807355748,92.04332681061089,71.3895442302654,58.56965139039083,50.00033034172979,43.57323931053223,38.029362869204775,32.13066028402949
156,104.74682646365956,93.30441709276033,72.16018609422434,59.15257451518947,50.48544120529037,43.996519725155636,38.40566769206646,32.4609765310683
157,107.9237203688888,94.52844122923291,72.90950368418194,59.72077778692082,50.95929134284134,44.41075415755762,38.77460045798422,32.78542539705036
158,111.06671634658429,95.71677902916046,73.63874139455007,60.275262704353594,51.42271813037951,44.81666391455832,39.136789743496436,33.10454532908835
159,114.17225888115583,96.87085082096374,74.34911158179354,60.81698789553549,51.876515454155125,45.2149283690602,39.49282442911333,33.41883807583024
160,117.23710465461936,97.9921044026046,75.04178993402668,61.346867553885076,52.32143346265836,45.606185396086474,39.84325455208051,33.72876983592121
161,120.25832417527118,99.08200313018085,75.7179117196749,61.86577047598618,52.75817875421822,45.99103213671327,40.18859240705979,34.0347725832828
162,123.23330093593201,100.14201513869274,76.37856884218586,62.374519629010194,53.187414935732846,46.37002603306186,40.52931384540912,34.337245526771554
163,126.15972828745959,101.1736036760496,77.02480762756387,62.87389217957049,53.60976349347375,46.74368608306345,40.865859728167564,34.63655666657601
164,129.03560422390177,102.17821851984148,77.65762727226395,63.364619919654785,54.02580492147706,47.112494268602845,41.198637493097934,34.933044414992054
165,131.8592242829065,103.15728843704868,78.2779788807968,63.847390029666684,54.43608005786089,47.476897115330274,41.528022801419695,35.22701925266318
166,134.62917276857223,104.11221463948124,78.88676502497027,64.32284612326029,54.84109158466133,47.837307347692004,41.85436123348225,35.51876539673948
167,137.34431250489382,105.04436518164084,79.48483975990435,64.79158952326038,55.241305651024675,48.19410560698252,42.177970007454135,35.80854246032459
168,140.0037733259575,105.95507024374768,80.07300903546835,65.25418072266014,55.63715358482746,48.54764220445382,42.49913969881618,36.096587086210974
169,142.60693950474595,106.84561823917704,80.65203144589361,65.71114098939717,56.0290336615207,48.89823888557423,42.818135942243174,36.38311454133749
170,145.1534363158295,107.71725268424532,81.22261926413152,66.16295407783923,56.41731290340957,49.246190585176564,43.1352011000822,36.668320260692155
