S,p02,p03,p04,p05,p06,p07,p08,p09
57,4.937201717319121e-10,3.9303023069862177e-07,3.2100355050782795e-06,8.848745295163706e-06,1.636191367893169e-05,2.5343496341761475e-05,3.642832024999508e-05,5.276917293369612e-05
58,1.0186004943697113e-09,7.384350109708749e-07,5.777380374701039e-06,1.5582364943192437e-05,2.8424358238944925e-05,4.359667232210353e-05,6.214949385324189e-05,8.926149971236991e-05
59,2.076298055504558e-09,1.3557808551470838e-06,1.0169342114426258e-05,2.6848155801713573e-05,4.832767021047119e-05,7.341345480992579e-05,0.00010381138005017155,0.0001478541090643579
60,4.176628469535253e-09,2.4349454181082453e-06,1.7523569886448864e-05,4.5305123964608477e-05,8.049492143240986e-05,0.0001211294400292588,0.00016993206243635705,0.00024004897409905392
61,8.25046405616642e-09,4.2817288728117326e-06,2.9588556074907138e-05,7.494287729303625e-05,0.0001314630025978194,0.0001960054305232992,0.00027284709959080674,0.0003823421680623419
62,1.5958234211609723e-08,7.378478693497175e-06,4.899792695907529e-05,0.00012162971940781184,0.0002107046179554818,0.000311316139866546,0.00043007675661054916,0.0005979398965414537
63,3.020415319505218e-08,1.2470979031490654e-05,7.964246793490954e-05,0.0001938343906608736,0.000331690167562569,0.0004857366290743321,0.0006660457461746582,0.000918888754503282
64,5.597259294274762e-08,2.0690445263204085e-05,0.00012716441444832085,0.00030355688615185813,0.0005132309412225231,0.0007450706994730779,0.0010142002642887014,0.0013886630080901245
65,1.0165668055191075e-07,3.372143110129753e-05,0.00019960116001005055,0.0004675047386847853,0.000781143407456351,0.0011243608788968616,0.0015195592085600414,0.00206523949305583
66,1.8112387523125826e-07,5.402851562527303e-05,0.00030820732422210924,0.0007085501286341663,0.0011702697930035856,0.0016704113380965376,0.002241724224332326,0.0030246735835178255
67,3.1686409121513415e-07,8.515667900598277e-05,0.0004684847221303526,0.0010574997355840819,0.0017268822318909775,0.0024447428103445534,0.0032583565668966,0.004365167826776247
68,5.44699729948346e-07,0.00013212215151678922,0.0007014488233946024,0.0015552030376597024,0.0025114863265779538,0.0035269823753093206,0.004669107967560974,0.006211598883847416
69,9.207088154155897e-07,0.00020191205798551908,0.0010351574653447429,0.002255015599056428,0.0036020250524676505,0.005018671134976463,0.006599968390144592,0.008720439405405997
70,1.5312285155391755e-06,0.00030411218369551734,0.001506522640313625,0.003225621754328786,0.00509746586735943,0.007047450009136118,0.009207966765641387,0.0120849808310859
71,2.5070718053499946e-06,0.00045168245567634395,0.0021634189729286897,0.00455420620654117,0.007121733256123405,0.009771559077113625,0.012686132821963412,0.016540732550888938
72,4.043408041181535e-06,0.0006618990665169538,0.0030670930293505098,0.006349946839264269,0.009827926613895371,0.013384560329836818,0.01726860055600362,0.022370844326263104
73,6.427131182772594e-06,0.0009574803916512783,0.004294866004607617,0.008747782158039022,0.013402740441685797,0.018120168809087688,0.023235708443691813,0.029911374302010088
74,1.0073966174401882e-05,0.0013679108261910923,0.00594310892768723,0.011912387080344415,0.018070981559326186,0.024257054444031253,0.030918929892428716,0.039556206221342455
75,1.5578039165050335e-05,0.0019309723133926406,0.008130454779724714,0.01604227129335834,0.024100057781773456,0.03212345799135064,0.04070545134429668,0.0517614082136872
76,2.3777153186233714e-05,0.002694487639777162,0.011001196455479029,0.021373896200092436,0.031804295600213986,0.04210145077431404,0.053042206241294104,0.06704882301322344
77,3.58375513523315e-05,0.0037182725986408104,0.014728804047107889,0.028185690701579637,0.04154893210587117,0.05463066060209319,0.06843917182519742,0.08600868645811292
78,5.336249747975145e-05,0.005076286028127343,0.019519480299952492,0.03680183378984115,0.05375361974189115,0.07021128622444238,0.08747174309318079,0.10930108784317125
79,7.852953180377179e-05,0.006858957749195462,0.02561566011979901,0.04759566409631232,0.06889528224924102,0.089406230436368,0.11078201430827712,0.137656111800501
80,0.00011426173938653771,0.009175664881762208,0.03329934951038032,0.06099257390117703,0.08751016683082648,0.1128421975613425,0.13907882290944718,0.1718725359528732
81,0.00016443876508410828,0.012157317288282557,0.042895192019107894,0.0774722481531906,0.11019495117025946,0.14120962413181182,0.17313644262829023,0.21281500021303054
82,0.00023415358558831066,0.015959003417296,0.05477314727327998,0.09757011798160152,0.13760678419742275,0.17526134134887242,0.21379185081385552,0.26140961046033295
83,0.0003300211664930667,0.020762639056172705,0.06935066692869547,0.12187791289221518,0.17046216571974937,0.21580990315984777,0.26194053775484816,0.31863798930275494
84,0.00046054505343671054,0.0267795539142227,0.08709425855975964,0.1510432159150966,0.20953460122571807,0.2637235530572503,0.3185308712787895,0.38552983744409697
85,0.0006365476349859507,0.03425294498257023,0.10852033770654027,0.18576795070901436,0.2556510030491877,0.31992084428110723,0.3845570760795417,0.46315411853405225
86,0.0008716692414470452,0.043460121641803046,0.13419528224520982,0.22680575808268452,0.3096868461907503,0.38536397019031227,0.4610509320399744,0.5526090260941893
87,0.0011829403841501064,0.05471446582489358,0.16473462103857503,0.27495825042836247,0.37256012485948053,0.4610509023460575,0.5490723373427017,0.6550109312413267
88,0.001591430282130469,0.06836703141022016,0.20080130983381764,0.33107016491836877,0.4452241926375701,0.5480064716044968,0.649698918671262,0.7714825428539942
89,0.002122973362887977,0.08480771052749748,0.2431030708284019,0.3960234686738338,0.5286596035678434,0.6472725607140167,0.7640149008603072,0.9031405363332725
90,0.0028089736740448228,0.104465900604523,0.29238879733258205,0.4707305001775391,0.6238651020494953,0.7598976042810082,0.8930994708751342,1.0510829224339104
91,0.003687285125906872,0.12781061464054083,0.34944405055858135,0.5561262597535476,0.7318479350480149,0.8869256125432712,1.038014885292749,1.216376433472338
92,0.004803163239520494,0.15534998813009776,0.41508570078406165,0.6531599868977395,0.853613679884375,1.0293849485559805,1.199794576232746,1.400044200697704
93,0.0062102816532833074,0.1876301489425497,0.490155789028811,0.7627861827316492,0.9901557941647892,1.1882770938839382,1.3794315080453272,1.6030539842813214
94,0.007971804105674283,0.2252334308672001,0.5755147070721583,0.8859552511981215,1.1424451009487349,1.3645656357912639,1.577867026465632,1.8263071971316018
95,0.010161500038262305,0.2687759269773805,0.6720338123730607,1.0236039424053933,1.3114194220293283,1.5591656996188792,1.7959804241617379,2.070628936748461
96,0.012864889431493212,0.3189043949235667,0.7805876096170944,1.1766457855749448,1.497973565501886,1.7729340342185749,2.034579422652104,2.336759206961539
97,0.01618040008504804,0.3762925421921364,0.9020456417594516,1.345961697432273,1.702949861149498,2.006659936864422,2.2943917416528805,2.625345475136562
98,0.02022051837084094,0.4416367347287118,1.0372642402866368,1.5323909448803386,1.9271294193139843,2.2610571780455775,2.576057894343095,2.936936671812595
99,0.025112912607461683,0.5156511866182436,1.1870782868879393,1.7367226288983073,2.1712242667342014,2.5367570571257345,2.88012531216061,3.2719787002385523
100,0.031001506709482277,0.5990627012838268,1.3522931368889524,1.9596878404504967,2.4358704873132497,2.8343026882319062,3.207043866896909,3.630811484307086
101,0.03804748072541043,0.6926050455283471,1.5336768488852914,2.201952619528339,2.7216224679670282,3.1541445831047823,3.5571628222931566,4.0136675461864195
102,0.046430174352599586,0.7970130463910269,1.7319528553976518,2.4641118261162664,3.0289483206531953,3.4966375651268042,3.9307292131920004,4.420672070592453
103,0.056347869549928216,0.9130165070086053,1.9477931965269906,2.7466840077371897,3.3582265223916634,3.862039017372264,4.327887618534293,4.851844381972611
104,0.06801842898720684,1.0413340413372425,2.1818124230868605,3.0501073231597227,3.7097437864896357,4.250508438178247,4.748681265912529,5.30710073453568
105,0.08167976828251072,1.18266692867352,2.434562258147002,3.3747365566688496,4.083694151103054,4.662108251158442,5.193054380596,5.78625829346366
106,0.0975901417744434,1.3376930874723776,2.7065270869769438,3.7208412327684495,4.4801792463890715,5.096805793328143,5.6608556713385,6.2890401689866735
107,0.11602822392805023,1.5070612641314955,2.998120325679327,4.088604817980643,4.89920967938632,5.554476385482901,6.15184282909211,6.815081353311511
108,0.1372929713331931,1.6913855264101738,3.3096816989602273,4.478124975090687,5.34070745680746,6.034907373395584,6.665687903019704,7.363935403490489
109,0.16170325356078308,1.89124014323656,3.641475438070327,4.889414816214827,5.804509350393906,6.537803016839169,7.201983410828146,7.935081710921326
110,0.18959724481802492,2.1071549231468274,3.993689391477721,5.32240508477561,6.290371097497608,7.062790095848397,7.7602490371884665,8.527933199849338
111,0.22133157230183242,2.339611072829504,4.366435023727695,5.776947183058269,6.797972321098962,7.609424099795942,8.339938774529717,9.141844302513796
112,0.2572802212923236,2.589037625576559,4.759748262567397,6.252816951612273,7.326922048445677,8.17719586451949,8.940448364373266,9.776119066897648
113,0.29783320125581875,2.8558084772252426,5.173591141021408,6.749719099330354,7.876764705673958,8.765538525508353,9.561122904129041,10.430019263813458
