S,p02,p03,p04,p05,p06,p07,p08,p09
100,0.4338764092407313,3.800117937641234,6.065567833870578,7.240179187243401,7.917812041344785,8.36442947170113,8.70359344334215,9.01224666937761
101,0.5112168766686561,4.157756692592662,6.464354417770046,7.613331502098752,8.256046490817681,8.668260096678093,8.97296870687292,9.241171404359427
102,0.5987704481522083,4.525383157917284,6.855299063401876,7.967187632411665,8.567988718739539,8.941115967882052,9.207838557283576,9.43246945998677
103,0.6972688505102811,4.900591311099989,7.234951334501583,8.29849863717591,8.850829941511318,9.18065381598554,9.406336844852703,9.584840123286753
104,0.8074046749718955,5.2807894859652205,7.599956435746513,8.604297618715062,9.10214934065623,9.384982150262289,9.567090944093692,9.697505313757127
105,0.9298169527641176,5.663237727571158,7.947109330088686,8.881943465894881,9.319944099415167,9.552678448088159,9.689226730520417,9.770201056067407
106,1.065076574435983,6.045088276532828,8.273404714969068,9.129156498437485,9.502649635892979,9.682795893239948,9.772363016242736,9.80315879693272
107,1.2136718713984251,6.423428189283875,8.57608180574232,9.344045543797641,9.649150097419401,9.774860150595366,9.816596291072344,9.797077756950046
108,1.3759946886654495,6.795323069233028,8.852663074696565,9.52512625153723,9.758779449975385,9.8288569119509,9.822476818577286,9.753089664914505
109,1.5523272784556674,7.157860885723677,9.100986307211123,9.671330704303926,9.831313735024771,9.845211142498478,9.79097729299827,9.672717310444945
110,1.7428303356167851,7.508194891157061,9.319229554032304,9.782008618577365,9.866955262545218,9.824759113303827,9.723455362311562,9.557828393411683
111,1.9475324777516734,7.843584707660778,9.505928774999894,9.856920631743371,9.86630966487656,9.7687144024583,9.621611365870919,9.410586133089538
112,2.16632144569906,8.16143474061004,9.659988172718847,9.896224343699522,9.830356846478594,9.678629105236425,9.487442645710331,9.23339804586476
113,2.3989372654012464,8.459329181855768,9.780683404780888,9.900453915987484,9.760416937778515,9.556351505501937,9.323195741002266,9.028864203237674
114,2.644967569900847,8.735062986018338,9.867658029611981,9.870494131494212,9.658112386912165,9.403981432418718,9.131317707682385,8.799726166088817
115,2.9038452331345277,8.986668333585968,9.92091368449799,9.807549878502186,9.525327321107113,9.223824468795883,8.914407698483728,8.548817640665618
116,3.174848415676834,9.212436230308096,9.940794611540404,9.713112056353168,9.364165267289337,9.018346088387474,8.67516981340799,8.27901775087625
117,3.4571030685004445,9.410933028597412,9.92796723436662,9.588920893426334,9.176906260091044,8.790126693627442,8.4163681003524,7.993207654291012
