S,call,delta,gamma,Vega,theta,rho
1,-2.498917175967284e-05,-3.246176741175883e-05,-9.43382789130086e-06,-3.538241471900017e-07,9.544186628355784e-05,-1.868161328351424e-06
2,-6.133964845948899e-05,-3.9633281465750736e-05,-5.657827411396509e-06,-8.488143235431834e-07,0.00022763579351570487,-4.481706795771406e-06
3,-0.00010351371638619724,-4.4474672425756645e-05,-4.195323482060823e-06,-1.416157746557639e-06,0.0003784867886225292,-7.477296636270976e-06
4,-0.0001499348838473213,-4.823544179095168e-05,-3.3932095905319683e-06,-2.0362661913347815e-06,0.0005428961235643195,-1.075150075306036e-05
5,-0.00019977240676062822,-5.13537901981366e-05,-2.8782569079857656e-06,-2.698817346767071e-06,0.0007181871444121926,-1.4249818438129365e-05
6,-0.0002525006524477065,-5.404168323779046e-05,-2.516082693755639e-06,-3.3972810870898373e-06,0.000902650420771603,-1.7937764839573607e-05
7,-0.0003077525164814518,-5.642041196220193e-05,-2.2456603476729217e-06,-4.1270957091828035e-06,0.0010951158708159825,-2.179125669515315e-05
8,-0.0003652549711696298,-5.855187753915636e-05,-2.0350202474756288e-06,-4.884868697420993e-06,0.0012947138803773295,-2.579238071493024e-05
9,-0.00042479586070937964,-6.050179617283352e-05,-1.8656832160993467e-06,-5.667965591229368e-06,0.0015007520508432404,-2.992722088212846e-05
10,-0.0004862049045116651,-6.229595832241142e-05,-1.726183462120133e-06,-6.474269964270359e-06,0.0017126983913127308,-3.418460200240586e-05
11,-0.0005493419805199124,-6.395715120705026e-05,-1.608996035365462e-06,-7.302040975999333e-06,0.0019301059340191828,-3.855534141191004e-05
12,-0.0006140894758982734,-6.551465099591258e-05,-1.5089719512979827e-06,-8.149816796898177e-06,0.0021525801106869746,-4.303171606480533e-05
13,-0.0006803470652447721,-6.698544171603038e-05,-1.422462522120485e-06,-9.016353277597859e-06,0.0023798363670349265,-4.760714107546019e-05
14,-0.0007480280152231474,-6.83635710974767e-05,-1.3467891320402547e-06,-9.900569170376815e-06,0.002611527454791235,-5.227592968421769e-05
15,-0.0008170564905388455,-6.967734765897515e-05,-1.279967249811359e-06,-1.0801528017834704e-05,0.0028475477401382343,-5.703311209805453e-05
16,-0.0008873655403035697,-7.093761342225058e-05,-1.220459247986555e-06,-1.1718392267830169e-05,0.0030875364005929218,-6.187429736864529e-05
17,-0.0009588955606070542,-7.211858063863041e-05,-1.1670836465218354e-06,-1.2650422889673267e-05,0.0033313291903681874,-6.679557741336509e-05
18,-0.001031593098952418,-7.324796151564339e-05,-1.118901314916404e-06,-1.359695898299311e-05,0.003578841389906273,-7.179344620970168e-05
19,-0.0011054099095591976,-7.435370678529618e-05,-1.075154531376965e-06,-1.4557393981668582e-05,0.0038298603654771113,-7.686467127935095e-05
20,-0.0011803021963171238,-7.54064670947796e-05,-1.035236421326885e-06,-1.5531193397338994e-05,0.004084246092370125,-8.200651401436138e-05
21,-0.0012562299985139488,-7.64411103859608e-05,-9.986424122539195e-07,-1.6517853566053523e-05,0.00434185044688451,-8.721624414429612e-05
22,-0.001333156686825529,-7.739526250785667e-05,-9.649570639064242e-07,-1.7516922718114128e-05,0.004602620433218074,-9.249150368121835e-05
23,-0.0014110485456249491,-7.837001447102976e-05,-9.338395183002002e-07,-1.852798350941015e-05,0.004866446308426919,-9.783008890831833e-05
24,-0.0014898744236870153,-7.927639664520592e-05,-9.049643369743454e-07,-1.9550639467806954e-05,0.005133118756439625,-0.00010322988542536131
25,-0.0015696054396757747,-8.019432557251904e-05,-8.781208616151503e-07,-2.0584542192525826e-05,0.005402585106714652,-0.00010868910424455257
26,-0.0016502147319725794,-8.103582908869367e-05,-8.530968986786291e-07,-2.1629360924925803e-05,0.005674958419854548,-0.00011420592389540031
27,-0.0017316772447006998,-8.18863206408782e-05,-8.296636966852178e-07,-2.2684768007184136e-05,0.005949846041200524,-0.00011977867443550837
28,-0.0018139695435453046,-8.2684629542501e-05,-8.077084509040822e-07,-2.3750489474422265e-05,0.006227421312995918,-0.00012540589542286637
29,-0.0018970696563193452,-8.35203217350311e-05,-7.870632401027478e-07,-2.4826238273273002e-05,0.006507480340180172,-0.00013108606287037458
30,-0.0019809569341832063,-8.429236041801458e-05,-7.676229010072921e-07,-2.5911770760739944e-05,0.006790010220747433,-0.00013681788304294867
31,-0.0020656119302570755,-8.50345835412547e-05,-7.492757326046928e-07,-2.7006837393598465e-05,0.007074979751359178,-0.00014260008937561075
32,-0.0021510162929374516,-8.576303729690427e-05,-7.319437981059829e-07,-2.811121517422993e-05,0.0073622388133826044,-0.00014843137853808724
33,-0.0022371526717389857,-8.649552428463547e-05,-7.15505987791687e-07,-2.9224679356197603e-05,0.0076518103051675945,-0.00015431074083457896
34,-0.002324004633825771,-8.722978936392956e-05,-6.999215096392675e-07,-3.034702921681648e-05,0.007943577479824215,-0.00016023704945376804
35,-0.002411556589688476,-8.78919333147099e-05,-6.851251033515582e-07,-3.1478055552772166e-05,0.008237610723757505,-0.00016620918922866793
36,-0.0024997937265255348,-8.855620230174832e-05,-6.710225777806222e-07,-3.261751060218421e-05,0.008533611014008291,-0.00017222628468770843
37,-0.0025887019477114793,-8.926550904703179e-05,-6.576105502156815e-07,-3.376505134516927e-05,0.008831887174723385,-0.00017828741282789604
38,-0.0026782678158700636,-8.988586784608454e-05,-6.447726423955413e-07,-3.4919936879162367e-05,0.009132191574126591,-0.00018439152355605862
39,-0.0027684784944675927,-9.05288214184119e-05,-6.324708812233126e-07,-3.608040171102986e-05,0.009434420475754046,-0.0001905375809820725
40,-0.00285932167648975,-9.117682737286303e-05,-6.206184437890228e-07,-3.724190408968195e-05,0.00973876829873932,-0.0001967240347401991
41,-0.0029507854740809074,-9.182357565279409e-05,-6.089571598713595e-07,-3.83930526845315e-05,0.01004475686655626,-0.00020294830117666138
42,-0.0030428582115669374,-9.234024135607033e-05,-5.971315325883908e-07,-3.950634291276581e-05,0.010352726705423199,-0.0002092050489007485
43,-0.0031355280006815085,-9.298694626791448e-05,-5.842708998907153e-07,-4.05182995033386e-05,0.01066246756685485,-0.00021548247817158858
44,-0.0032287818547340145,-9.355138191891044e-05,-5.686717936825847e-07,-4.128895381844133e-05,0.0109737212806299,-0.00022175521575268362
45,-0.003322603876210583,-9.415359117359579e-05,-5.468302460148733e-07,-4.1522873433889884e-05,0.011286224906037479,-0.00022796781992510948
46,-0.0034169716666762823,-9.463343737109442e-05,-5.120781316342304e-07,-4.062219547068882e-05,0.011599302421338997,-0.00023400639564095935
47,-0.0035118494697841582,-9.505736042053625e-05,-4.521405298774095e-07,-3.742425227571192e-05,0.011911450385065914,-0.0002396424935010785
48,-0.003607175549393442,-9.550561296672866e-05,-3.451448675473312e-07,-2.9752100208415427e-05,0.01222050217096482,-0.00024443559864997105
49,-0.0037028397794189607,-9.583083025038741e-05,-1.5331390670891842e-07,-1.3673976154929962e-05,0.012521676273982707,-0.0002475649448245229
50,-0.003798645214392688,-9.581055566976193e-05,1.8581664852634905e-07,1.7671576897117236e-05,0.01280800244508884,-0.00024755198268881784
51,-0.0038942443511650283,-9.535566780627391e-05,7.732725440870447e-07,7.58735274370044e-05,0.013066224361160672,-0.00024181636987946617
52,-0.003989036736811292,-9.412952188536661e-05,1.7664350017432273e-06,0.00017990360791798193,0.013276062280770384,-0.00022599096157795148
53,-0.004082009438785127,-9.155063859789259e-05,3.4040933093171244e-06,0.00035990590148762824,0.013404340918482527,-0.00019289645072223524
54,-0.0041714956833336266,-8.693059293241046e-05,6.037898835423161e-06,0.0006624260114485719,0.013401200982254835,-0.00013105427108112133
55,-0.004254819843791197,-7.900858786658027e-05,1.017209820715348e-05,0.0011573904781575148,0.01319047310613386,-2.259423013267758e-05
56,-0.0043277892579204665,-6.582082968942249e-05,1.6510827401464145e-05,0.0019471182234869627,0.01266266189126064,0.00015960710960348512
57,-0.004383985613548103,-4.499248196232486e-05,2.6012379316514567e-05,0.003177572419138172,0.011661129614010113,0.0004557269061254698
58,-0.004413801609033949,-1.2428426343635834e-05,3.99492340423524e-05,0.005051936847215097,0.009970002688014512,0.0009239034988017119
59,-0.0044031631920786385,3.704194069531486e-05,5.997086661470308e-05,0.007846421620906312,0.007296958697000644,0.0016464012303225165
60,-0.004331874947949903,0.0001102709503569832,8.81655048707436e-05,0.011927973245155592,0.003255045798872258,0.002737137104946371
61,-0.004171527217575129,0.00021689742016328672,0.0001271161437221835,0.01777329479977271,-0.0026539873597408725,0.0043506170540729555
62,-0.0038829092656282997,0.0003691897482172024,0.00017994566250695981,0.025988290863357497,-0.011059512984232245,0.006692240855422394
63,-0.0034128840694721265,0.0005826750106713297,0.0002503445408830532,0.03732676424779467,-0.022738497109514588,0.010029829141809839
64,-0.0026906975107057504,0.0008770874217883806,0.0003425751617970596,0.052706937622472305,-0.038629053645058975,0.014706109840762099
65,-0.0016237179324570493,0.0012765197861426547,0.0004614477179922319,0.0732241841631205,-0.05983878245338636,0.02115176461524662
66,-9.263067521161505e-05,0.0018106733628187217,0.0006122629068481069,0.10015825713598649,-0.08764876611500917,0.02989851508567278
67,0.002053854721818758,0.0025137162100105637,0.000800718065554519,0.13497333471791315,-0.12350398477349589,0.041591608318904474
68,0.005004691029771075,0.0034265687943318968,0.0010327768529619363,0.1793093587643341,-0.16899975750425678,0.05700096831714497
69,0.008992443127019925,0.004595875329610477,0.0013145030634473254,0.23496344952633752,-0.22585250544771007,0.07703022219911204
70,0.014299335313778664,0.006074100337288835,0.001651862994757336,0.303860615705467,-0.2958615649348295,0.10272278914988732
71,0.021263198935046825,0.007919954796153927,0.0020505021880445895,0.38801352914398857,-0.3808594137982846,0.13526425423349142
72,0.030283097982527506,0.010197188232696774,0.0025155060211570768,0.4894717625860204,-0.4826488504000581,0.17598033268569066
73,0.04182439371400021,0.012974618254779635,0.003051152638114396,0.6102615582275275,-0.6029330902601604,0.22632986146943476
74,0.0564230029288419,0.016324365123554507,0.003660672590957703,0.7523178528015539,-0.7432400937756878,0.28789243854410174
75,0.07468860953966164,0.02032117599193306,0.0043460236764936155,0.9174108874060449,-0.9048403928901827,0.3623505450460473
76,0.09730660596926195,0.025041789475377385,0.005107695035255766,1.1070702259845937,-1.0886626655715048,0.45146623161296245
77,0.1250385694329156,0.030561536634721165,0.005944551190739666,1.3225093617513783,-1.2952218964024098,0.5570527023837646
78,0.15872111736450026,0.03695503625333885,0.006853723776845122,1.5645542707075355,-1.5245418094611551,0.6809413884673042
79,0.1992630344718029,0.044291574574639725,0.007830558380050867,1.833579265651808,-1.7760989762249935,0.8249453271658157
80,0.24764061896799716,0.05263678798383964,0.008868621596269666,2.1294533048403506,-2.048770908480435,0.9908198778760257
81,0.30489125482425883,0.062046470739041126,0.009959768556000448,2.4514995298136055,-2.3408104676825303,1.1802219501838573
82,0.3721052775912685,0.07257051626297084,0.011094270292999475,2.798470272548925,-2.6498359340099142,1.3946690365862489
83,0.4504162605650355,0.08424586861455197,0.012260995811974595,3.1685391091412773,-2.9728360717573565,1.6354993833261886
84,0.5409899030714749,0.09709893444842521,0.013447643056885283,3.5593107976000793,-3.30620510968771,1.9038346118049885
85,0.645011750950094,0.11114326126104856,0.014641009220550671,3.9678491534994587,-3.645788959616425,2.2005460456608894
86,0.763674018882523,0.12637876301013762,0.015827290898995372,4.390722144554382,-3.986959284940639,2.5262258498970347
87,0.8981618135046979,0.14279115667648057,0.016992402090965086,4.824062760567793,-4.324696400992423,2.8811639353143454
88,1.0496390743007367,0.16035224259525194,0.01812229778241914,5.263643577041455,-4.653688012723478,3.265331356594458
89,1.2192345557299746,0.1790191217487802,0.019203295125169717,5.704962412199643,-4.968441436048465,3.678370697612898
90,1.4080281690820284,0.19873759304900318,0.020222375141099036,6.143336093078489,-5.2634006486584894,4.1195937040550135
91,1.6170379869012352,0.21943965533566256,0.0211674616812374,6.57399911664025,-5.533060698503789,4.587986157955637
92,1.8472081876268664,0.2410447397238613,0.022027666930490852,6.9922039116432355,-5.772092337430479,5.082219751817441
93,2.099398184856527,0.26346334003335414,0.02279349620160076,7.3933194740360975,-5.975447781025878,5.60067052297608
94,2.3743731461009845,0.2865969017662451,0.02345700993444666,7.7729253506819695,-6.138470753924707,6.141443185891936
95,2.6727960619333357,0.3103417745009551,0.02401193564427473,8.126898257656556,-6.256989548703018,6.7024005695914814
96,2.995221479953267,0.3345830057455146,0.02445373793236172,8.45148902627324,-6.327388213378526,7.281197244357606
97,3.342090970836284,0.359209395561777,0.024779637448624214,8.743388035890032,-6.34667931542765,7.875316337679904
98,3.7137303476256083,0.38410312708236916,0.024988590170416103,8.999777800033915,-6.312548306297572,8.482108510565745
99,4.110348615858906,0.4091470273692721,0.025081223409273434,9.218371889563315,-6.22338198752459,9.098832054732497
100,4.53203859236274,0.43422594409037174,0.025059736925570064,9.397439883009895,-6.07828072318739,9.722693125269188
101,4.978779095579964,0.45923056468666346,0.02492777927187717,9.535818510308935,-5.877055730962866,10.35088516769811
102,5.45043858082533,0.4840494671753959,0.02469029541707357,9.632909579950777,-5.620210608014986,10.98062669688815
103,5.946780070309513,0.5085798004955677,0.02435335558104157,9.688665647300532,-5.30890353900304,11.609196690764987
104,6.467467210296494,0.5327246643815897,0.023923982173101876,9.703564678291698,-4.944902709524968,12.233967003716371
105,7.0120712762861395,0.556397772299988,0.023409957963238526,9.678575184022264,-4.530538877389745,12.852431275778285
106,7.580078941360167,0.5795190549662266,0.02281964396111391,9.61511345482613,-4.06863067681229,13.462230037486476
107,8.170900622356541,0.6020160370212579,0.02216179943559382,9.514994599557625,-3.562419870206668,14.061171725998632
108,8.783879222769915,0.6238245475742588,0.02144540136583828,9.380379110224268,-3.0154945207527817,14.64724955733132
109,9.41829909955664,0.6448890310650768,0.020679494454611813,9.213716630958046,-2.4317175828514337,15.21865423672608
110,10.073395092649529,0.6651672102009343,0.019873033281214703,9.017688513361932,-1.8151618874640008,15.773782602845897
111,10.748361470224832,0.6846248901126728,0.0190347592621265,8.795150611513591,-1.1700143076609493,16.31124243735016
112,11.442360658913406,0.7032284088381857,0.018173081031136462,8.549077606625488,-0.5005238890021246,16.82985365372147
113,12.1545316455168,0.7209650654260713,0.017295981908915792,8.28250997124691,0.18905890186715624,17.328646214576082
114,12.883997954768466,0.7378181621220392,0.01641094360849138,7.9985044844921305,0.8945695739726034,17.80685512580149
115,13.629875125705821,0.7537841462124106,0.015524885679241152,7.700089022559808,1.611940980694726,18.263912869542764
116,14.391277626815898,0.7688687020390716,0.014644122536822124,7.390222146854697,2.337272952956937,18.699439721103772
117,15.167325166890816,0.7830771586725405,0.013774330067661822,7.071757833791992,3.066884168845263,19.113232280520975
118,15.957148374156667,0.796427368499053,0.012920546765826657,6.747415524106515,3.797301850738677,19.505250657747553
119,16.75989383049588,0.8089267922173349,0.012087159255713686,6.4197555115796945,4.525337615746139,19.875604662367152
120,17.57472846029132,0.820607759521863,0.01127791879440565,6.0911595682711095,5.248065448881789,20.224539337121428
121,18.40084328450157,0.8314906096984487,0.010495962889933708,5.763816583286285,5.96284799314617,20.552420167341268
122,19.23745655998419,0.841610159341144,0.009743840436726714,5.439712912309602,6.667346497124527,20.85971823628796
123,20.083816331840797,0.8509887905461255,0.00902355221654716,5.120627059120864,7.35951637409471,21.146995577758787
124,20.939202432716343,0.8596682476991191,0.008336572072664694,4.808128266304834,8.037600807142553,21.414890949422727
125,21.80292796764264,0.8676703799892493,0.007683913167966239,4.50357855768857,8.700123643734514,21.664106200702804
126,22.674340326287656,0.8750474123075946,0.007066155518486994,4.208137763903608,9.345898632773242,21.89539336523438
127,23.552821766483593,0.8818185293080205,0.006483493919517969,3.922771056643626,9.973971160093242,22.10954258821118
128,24.437789613817813,0.8880261859189886,0.005935783491395341,3.6482585364971953,10.583636012029274,22.30737100799018
129,25.328696122014442,0.8937007578424527,0.005422588316150723,3.385206426713694,11.17441819076248,22.48971258005383
130,26.22502803796944,0.8988852329139263,0.0049432172488650394,3.1340594710549396,11.746042360982756,22.657408919535268
131,27.126305913769965,0.9035996839656946,0.004496764063333103,2.8951141488420262,12.298426099732751,22.811301154135318
132,28.0320832059623,0.9078863882905353,0.004082148663542284,2.6685323723363297,12.83163406640142,22.952222757588455
133,28.941945199864204,0.9117719912410394,0.0036981588991125136,2.454355368168848,13.34587977908086,23.080993360302667
134,29.855507793958715,0.9152932634037825,0.0033434643142982168,2.2525174719945085,13.841519574953054,23.198413487079957
135,30.772416176456005,0.9184711657894695,0.0030166600595293858,2.0628596302074698,14.31901459625351,23.305260145356495
136,31.692343423064912,0.9213321661150076,0.0027162930038571176,1.8851424164090247,14.778889934063955,23.402283267337506
137,32.61498904194765,0.9239080611678219,0.0024408748089399523,1.7190584230064587,15.221769444906386,23.49020286800396
138,33.54007748879928,0.9262219435868246,0.0021889053414270165,1.5642439121066332,15.64834732903364,23.569706922188512
139,34.467356672059005,0.928294241475669,0.0019589024446986514,1.420289654809892,16.05931743142719,23.641449823230683
