S,p01,p02,p03,p04,p05,p06,p07,p08,p09
1,-1.3390279151514244e-21,6.4305688113504805e-21,-2.3320715357686653e-22,-3.8806697309519935e-21,-5.4149013801712564e-21,5.595871964732328e-21,3.510906279303574e-21,1.303806840715627e-21,-2.7011516711049553e-21
2,2.939020712206056e-19,7.218213164110211e-19,-1.0699584615705152e-18,-1.891337389227605e-18,1.530391284690595e-19,1.666436183954657e-18,5.562734190611083e-19,8.811878344217906e-20,1.1539434521734075e-18
3,-3.3718921278313816e-18,5.3897002090373284e-18,-7.896862079817059e-18,1.904062544145781e-17,-3.268821907635048e-18,-3.5925898211525118e-19,1.1290704813668774e-17,3.420960133310428e-18,-4.6855326041457986e-18
4,2.4785909711878835e-17,-2.0947760358834247e-17,4.4362314923188694e-18,-3.2356548585618416e-18,2.429930411996675e-17,7.611466754960555e-18,-6.294280968348854e-17,-1.9744105431413264e-17,1.7507130625481606e-16
5,-1.2232908403328261e-16,1.868296275080116e-16,8.254193137747459e-17,-1.0812461287641063e-17,-3.223287617452519e-16,4.459087437868285e-16,-4.0823781810402917e-16,-2.4600650575129216e-16,7.615656069932179e-16
6,1.6739005773400357e-16,-8.557526969166653e-16,-1.2176008902470213e-15,-1.4947871390275904e-15,-4.521291309198737e-16,-1.4629868031411865e-15,6.490272920974423e-17,-5.971082129429451e-16,-7.866392958099604e-16
7,1.3661327926169534e-15,-3.6801723416373966e-16,1.230393714215763e-15,2.7385365187737173e-15,-7.084780426311116e-16,1.7805805159973553e-16,5.967777642195917e-16,-1.835439587411593e-15,-3.905054002012304e-16
8,-1.1567931339282958e-15,2.9445793550192935e-16,3.0002173080256773e-15,4.368734217414065e-15,-4.029125311909318e-15,-3.798986425354141e-15,7.809623312154461e-15,3.09147325467738e-15,1.7203036714650907e-15
9,1.0482173089516827e-15,-6.426054989744279e-15,-2.0771372194648736e-15,7.496035895673239e-15,-1.36581347572188e-14,-1.0558749452675366e-14,-1.4185372345351474e-15,5.518169320804856e-15,4.816975466547039e-15
10,-7.011934998967108e-15,1.098255325507155e-14,1.6876010345757544e-14,-1.6577095092760418e-14,-2.6053344004337884e-15,4.353525257071217e-15,-2.8167863708754246e-14,3.256357681180604e-14,1.4536826530574596e-14
11,1.7370063378388243e-15,-1.3481367863749278e-15,-1.4255845709917068e-14,-1.6240920201362158e-14,-1.5368581567349225e-14,-6.394448614467053e-14,4.8301092051840795e-14,5.412019743401984e-14,2.9981155872311387e-15
12,3.116750036015296e-14,-6.821640540191036e-15,-3.293633639323666e-14,-5.671327782797819e-14,-4.356220926416531e-14,-7.846122948077154e-14,1.2325781943984727e-13,-1.0686657875216153e-13,-1.2086375267259955e-13
13,-1.5475996471119475e-13,-1.0012611359798342e-13,2.78085509776242e-13,3.2920013815562543e-13,2.0878853112277632e-14,9.646393782359602e-14,1.0137113504081678e-13,-8.070350023597696e-14,-2.614469734186955e-13
