S,p01,p02,p03,p04,p05,p06,p07,p08,p09
1,3.3498565115697745e-27,7.50527578402088e-27,6.2800953417374735e-27,-1.2947602049857473e-26,1.7059385698091194e-26,-8.732474506231056e-27,7.20583897159184e-27,-7.418374182752735e-27,1.219688382866504e-26
2,-2.8429053882183595e-25,-1.612153669364949e-24,-7.519300135300988e-25,8.80310399058309e-25,-1.324785596280727e-24,-2.4234283908210103e-24,-9.686134646515742e-25,-1.377317496138818e-24,-2.699991716918599e-24
3,4.3999365445737326e-24,-6.268642768757338e-25,-2.0163182623292268e-23,-2.1077518423251726e-23,2.260033494613096e-24,3.561426511028701e-24,-5.335451704219312e-24,2.170129906613123e-23,-1.4615036586329974e-23
4,-1.1306483488194754e-23,-2.9316689310712957e-22,1.2419303815157406e-22,-1.6853361656365664e-22,-7.685355660090746e-23,-4.318635334719757e-22,-4.274195401834032e-22,4.929649182093833e-23,-2.0387473274767038e-22
5,-3.0967702943416266e-22,-1.034284380204754e-21,-2.417734373045278e-22,2.909370414685197e-22,-9.007508504385072e-22,-1.6182643091797944e-21,-1.548467135170818e-21,-1.3588658140498756e-22,-1.7249459084969573e-21
6,-5.652914537595687e-22,-1.734422235384913e-21,2.362706276888471e-22,1.159158971041124e-21,-5.455583616362887e-22,1.6983691626739342e-22,1.699454198584622e-21,-4.114280092420064e-22,-1.639670430378509e-21
7,8.149903100063812e-22,-3.081624612084831e-21,-3.3879309403054487e-21,5.220358305562477e-21,-5.469286116381811e-21,-1.3180049028646912e-21,-1.518379810571831e-21,3.1934649086236325e-21,-2.8594787451810193e-21
8,1.709573294279398e-21,-6.558498346909239e-22,-9.536213510281096e-21,1.6352789640580927e-20,5.655222231346362e-21,1.1767119250917819e-21,1.0903291613947191e-20,7.096037652385008e-21,-8.651679376327186e-21
9,-5.74215150368539e-21,2.1553301100876732e-20,-5.139762432266084e-21,2.934765859859869e-20,-5.374355121582633e-21,-8.06374563367166e-21,5.2647951176107575e-20,-6.123692643428863e-22,1.7796039434599006e-20
10,6.560429808625625e-21,5.2966978117132324e-20,2.9624787674650275e-20,8.833603980870796e-20,9.149300190189432e-20,2.0124941062115372e-20,9.105378193964529e-20,-7.497466618134141e-21,5.0919617401459987e-20
11,4.4119751792591304e-20,1.5640915439586056e-19,1.2592053035240254e-19,2.8134720067434195e-20,1.2380439316795547e-19,1.2807815448723074e-19,6.499749421545499e-20,1.5573952248990601e-19,9.413525877460423e-20
12,1.166711544377753e-19,1.2238754490572506e-19,1.6633726973727515e-19,-5.280096994705137e-20,9.678492300694041e-20,2.8306045049242044e-19,2.1143326005221987e-19,2.259805826802606e-19,1.4225329005424824e-19
13,1.8209751670792666e-19,1.7468663825554042e-19,1.6368954453480155e-21,1.5326103639373888e-19,1.3986205104705765e-19,5.226785405474389e-19,-1.6324082737112843e-20,2.0955286940729443e-19,4.022191200473575e-20
14,2.6924875086189536e-19,2.394626383362547e-20,6.5140431878018e-19,-1.7959154383085058e-19,-7.814973801436286e-20,-7.888620188758075e-19,-1.268533709284507e-18,-9.311266869349834e-19,-1.4789605480395609e-18
15,1.901289849382075e-20,-1.0846838756649919e-18,-9.642177738278815e-19,-2.5519999133505913e-19,-1.382656217555752e-18,-1.465014784876594e-18,-7.355950499695219e-19,-1.6899451965686606e-18,-2.509616651035331e-18
16,5.908549398142586e-19,-6.253026848163179e-19,-2.0811385716626165e-18,-5.903494894607479e-19,-1.457914889114056e-18,-2.0527354368143202e-18,-4.910684560551926e-19,-2.607368869772576e-18,-4.0487020298766874e-18
17,-3.9621480499117022e-19,-7.621009806078594e-20,-2.683019772077804e-18,-1.56243639924081e-18,-2.449530745001993e-18,-5.0060398858319074e-18,-1.3127610671900979e-18,-5.54180923944814e-18,-5.394125554606189e-18
18,2.857441432913544e-19,4.540866687417626e-19,-4.0983259398508655e-18,3.61068939898924e-19,-3.791053746451787e-18,-6.050531016272454e-18,-1.4915015487647917e-18,-6.473178153107542e-18,-8.039326973475436e-18
