S,p01,p02,p03,p04,p05,p06,p07,p08,p09
1,2.533324040990191e-21,2.567136945377955e-22,-4.9201751969730944e-21,6.704523998733346e-21,-7.290116986600149e-21,4.1759739152120745e-21,7.481100065296067e-21,1.0870207184064661e-20,2.4306739456598775e-22
2,-1.1618350249777492e-18,9.740555605901453e-19,-1.3545768994157982e-18,8.202761821736786e-19,-5.08700435809499e-21,7.760482292288942e-19,-1.0530812594798884e-18,-6.684955467307455e-19,-2.4479017332692136e-19
3,1.146044924817e-17,1.7376586250006033e-17,1.0278084589483142e-17,1.3264269538404297e-17,-7.359826756636938e-18,-1.6826319337178075e-18,1.2444735893091386e-17,-4.369241918163214e-18,3.155311849215881e-18
4,-7.886226603120942e-17,2.4545587148628758e-17,-4.194103548406276e-17,1.1481772865440052e-17,-2.258943266736939e-17,-5.648251459919115e-17,-1.0317625788670508e-16,-4.109071082963282e-17,-3.902645774813734e-17
5,4.2595201282965924e-16,-3.282420119828645e-17,-1.6009587564665167e-16,-2.142840126227572e-16,3.3812767736073337e-16,-1.1219428637063335e-16,5.509574511000332e-17,1.2974182296445715e-16,5.310179051760272e-16
6,3.5599403685756376e-16,-2.2335621943944427e-15,1.0870086224532913e-15,1.1600199598413077e-15,-1.2777670708184864e-15,-5.808394960610928e-16,1.9716024560803895e-15,2.0700304580541122e-15,-2.0142223453886682e-16
7,-6.095865172257751e-16,1.4824720225271094e-15,1.2516655536969348e-17,2.310904788728404e-15,-7.61927880689813e-16,-5.837729745612151e-16,-2.2092013222075218e-15,3.4802284250130425e-16,1.2451129039045192e-15
8,1.0421276022212227e-14,2.3542157980350175e-15,-6.373575095589997e-15,-1.817284075219356e-15,-6.225396865628886e-15,7.527706410566376e-16,-7.4142762256453e-15,-1.1271035525801542e-14,4.16416898856091e-15
9,6.068126986020581e-16,-1.3341479795338869e-14,-7.762527089370884e-16,-2.354970127332404e-15,2.8319508341504193e-15,6.329071038627309e-15,7.456636820877481e-16,2.1310827883807693e-15,-4.056000149935155e-15
10,-2.230329029102426e-14,2.434549951223573e-15,-5.9127839212525674e-15,2.7807675981021837e-15,1.2098327412783229e-14,2.866561190200022e-14,-5.577583111894061e-15,1.6350175895023e-14,-9.420198574370142e-15
11,7.356007986785232e-14,-3.3272991610972296e-14,-3.9336187829525995e-14,-1.2337206005220784e-13,-8.092189500656744e-15,4.3105745781115315e-14,-1.1185042710594564e-13,2.4425797986173126e-15,1.629722084793986e-16
