S,p01,p02,p03,p04,p05,p06,p07,p08,p09
1,-1.0146363115955028e-26,-2.376411313730318e-26,-5.708449066567105e-27,-2.216163735335368e-27,-1.9082971612296752e-26,-1.5462037061550426e-26,1.0687174136835565e-26,2.0545851593401444e-27,1.3125127740419658e-26
2,-2.8217185519077316e-24,-1.7771409596241035e-24,-1.7558588908749477e-24,-3.0708354739910068e-24,-3.228524453217688e-24,1.0361667612040244e-24,-2.2082621178286055e-25,-5.682950985896329e-25,-1.840276013379331e-24
3,-3.3258700105056163e-23,-2.536052005030608e-24,2.511208110617927e-23,-1.380379735667808e-23,-1.614039706902302e-23,1.364154150269466e-23,-3.7435482415847686e-23,-1.675574400643523e-23,-2.535396227553287e-24
4,-2.1401643471795214e-22,-4.452240793569311e-22,-3.5596392407840435e-22,-2.4973117828017836e-22,-1.9456807810672107e-22,-2.2104059807319885e-22,-1.5724382844034787e-22,1.0411453413937183e-22,-2.0186064417348193e-22
5,-1.127221376734335e-21,-1.723749253246419e-21,3.192445312835637e-22,-2.620105548038813e-22,-8.656398833099013e-22,2.382078860862338e-22,-1.334416411929217e-21,4.900866278458435e-23,5.557376315078665e-23
6,-4.60955548943059e-21,-3.878325911610311e-21,-2.65901699742149e-22,-2.2865837442311833e-21,1.0885518925043022e-21,5.217448401327656e-22,-1.0596623571399585e-21,2.0389639264517923e-21,2.664153736481485e-21
7,-1.2893729532829506e-20,-8.494946919888699e-21,6.967549758620908e-22,-9.049563986064053e-21,-8.063948677366426e-22,2.314713494093756e-21,-1.334516699631592e-21,1.0975953506722893e-21,6.790342144037158e-21
8,-8.141545736364579e-21,2.0456046840734583e-21,9.246094147515545e-21,-1.3793161956625098e-20,1.446833211572925e-20,1.9670416332084127e-20,-8.474133198470187e-21,4.469013029219097e-21,1.845628691164134e-20
9,1.0171306112704215e-21,3.574401842369729e-20,2.7729410619061475e-20,-4.0892219563085666e-20,3.388476480718514e-21,7.874545178528192e-20,1.6064626618932367e-20,-1.527182286921525e-20,2.7230020997169086e-20
10,4.4476388183565605e-20,1.2435619349388594e-19,2.2651939174540357e-20,1.3729495598221114e-20,6.3884895859003e-20,1.5514952288013597e-19,1.4058652510446282e-19,4.808449315355125e-21,5.962423893599774e-20
