S,p07,p08,p09
156,51.77788705549568,51.75834255183146,51.774031910112335
157,52.739692954122766,52.716390245655944,52.72817833458926
158,53.70161808599406,53.674529769222694,53.68237488823522
159,54.663634102888295,54.632734073897666,54.63659625937557
160,55.625715980296846,55.590979345143204,55.59082027107892
161,56.5878416574929,56.549244649539745,56.545027535041896
162,57.5499917128334,57.50751161660409,57.49920113987818
163,58.51214907143174,58.46576415253796,58.45332637095191
164,59.47429874246499,59.4239881831999,59.407390459035945
165,60.43642758354971,60.38217142372412,60.36138235525182
166,61.39852408975993,61.34030317239587,61.315292529892744
167,62.36057820502733,62.29837412653378,62.26911279290031
168,63.32258115382443,63.25637621829609,63.222836133933264
169,64.28452529117521,64.21430246848317,64.17645658010798
170,65.2464039692,65.1721468565564,65.12996906965684
171,66.2082114185419,66.12990420524363,66.08336933988538
172,67.1699426431532,67.0875700782348,67.03665382795593
173,68.13159332706928,68.04514068960074,67.98981958314909
174,69.09315975189334,69.00261282370644,68.94286418937708
175,70.05463872387165,69.95998376446977,69.89578569684691
176,71.0160275094929,70.91725123297233,70.84858256185946
177,71.97732377870346,71.87441333248512,71.8012535938545
178,72.93852555486798,72.83146850008185,72.75379790886925
179,73.89963117074315,73.78841546410233,73.70621488869723
180,74.86063922975558,74.74525320679625,74.65850414507874
181,75.82154857199282,75.70198093153672,75.61066548834272
182,76.78235824435362,76.6585980340872,76.56269889998057
183,77.7430674743684,77.61510407743657,77.51460450867344
184,78.7036756472618,78.57149876977354,78.46638256937493
185,79.66418228586575,79.52778194523393,79.4180334450666
186,80.62458703304308,80.48395354707753,80.36955759086962
187,81.58488963631899,81.44001361300505,81.3209555402149
188,82.54508993444274,82.3959622623435,82.27222789282843
189,83.50518784565918,83.35179968488283,83.22337530428881
190,84.46518335745746,84.3075261311395,84.17439847697929
191,85.42507651763108,85.26314190388965,85.1252981522403
192,86.38486742647514,86.21864735079424,86.07607510357816
193,87.34455622998529,87.17404285798843,87.02673013079716
194,88.30414311391499,88.12932884450338,87.97726405492622
195,89.26362829861135,89.08450575742926,88.92767771384648
196,90.22301203449804,90.03957406770006,89.8779719585251
197,91.18229459814623,90.99453426644901,90.82814764977316
198,92.14147628884433,91.9493868618301,91.77820565546101
199,93.10055742560832,92.9041323762736,92.72814684813216
200,94.05953834457685,93.8587713440954,93.67797210295618
201,95.01841939673031,94.81330430942947,94.62768229598534
202,95.97720094591014,95.76773182443416,95.57727830266124
203,96.93588336708031,96.7220544477296,96.52676099655189
204,97.8944670448133,97.67627274305865,97.47613124827087
205,98.85295237196596,98.63038727811215,98.42538992457455
206,99.81133974851322,99.58439862351338,99.37453788759252
207,100.76962958053569,100.53830735194475,100.32357599418452
208,101.7278222793267,101.49211403738433,101.27250509540806
209,102.68591826060896,102.44581925444577,102.22132603606843
210,103.6439179438428,103.39942357780592,103.1700396543549
211,104.60182175162187,104.35292758171065,104.1186467815436
212,105.55963010913857,105.30633183954394,105.06714824175222
213,106.51734344370887,106.2596369234562,106.01554485175497
214,107.47496218435181,107.21284340404037,106.96383742082573
215,108.4324867614243,108.16595185005559,107.91202675063326
216,109.38991760628289,109.1189628281817,108.86011363515667
217,110.34725515099723,110.07187690280838,109.80809886063001
218,111.30449982808231,111.02469463585909,110.75598320551109
219,112.26165207026762,111.97741658662994,111.70376744047142
220,113.21871231028292,112.93004331165147,112.65145232839353
221,114.17568098067318,113.88257536457886,113.59903862439278
222,115.1325585136263,114.83501329608595,114.54652707584772
223,116.08934534081976,115.7873576537773,115.4939184224322
224,117.04604189328282,116.73960898211921,116.44121339616915
225,118.00264860126991,117.69176782237176,117.38841272148169
226,118.95916589414486,118.64383471253427,118.3355171152523
227,119.91559420028048,119.59581018730336,119.28252728688766
228,120.87193394696092,120.54769477803266,120.22944393838864
229,121.82818556029599,121.49948901269778,121.17626776441894
230,122.78434946514227,122.45119341587746,122.12299945237989
231,123.74042608503126,123.4028085087216,123.06963968248746
232,124.69641584210127,124.35433480894511,124.01618912784974
233,125.65231915703616,125.30577283080973,124.9626484545438
234,126.6081364490122,126.25712308511375,125.90901832169618
235,127.56386813564299,127.2083860791877,126.85529938156373
236,128.51951463293415,128.159562316892,127.80149227961203
237,129.47507635523695,129.11065229861387,128.74759765459729
238,130.43055371521277,130.06165652126907,129.69361613864677
239,131.3859471237886,131.01257547830505,130.639548357337
240,132.3412569901324,131.96340965970884,131.58539492977462
241,133.29648372161256,132.91415955200827,132.53115646867442
242,134.25162772377095,133.8648256382861,133.47683358044304
243,135.206689400302,134.81540839818646,134.42242686524762
244,136.1616691530227,135.76590830792608,135.3679369171032
245,137.11656738184845,136.7163258403044,136.31336432393974
246,138.07138448477872,137.66666146472156,137.25870966768744
247,139.02612085787322,138.6169156471862,138.20397352434387
248,139.98077689523674,139.56708885032955,139.14915646405237
249,140.93535298900252,140.51718153343285,140.09425905117544
