S,p07,p08,p09
93,0.023553237897822044,0.023625279448324932,0.023729991380783133
94,0.024202188617650222,0.024258739736993107,0.02434658619154817
95,0.02473771602229391,0.024777772975603796,0.024847487800627732
96,0.02515567989913592,0.02517847812466556,0.025229056639375358
97,0.02545375731521915,0.025458778827314177,0.02548948882630242
98,0.025631405482506864,0.02561838112757897,0.025628767588159462
99,0.02568978500150365,0.025658691278351853,0.025648573309666745
100,0.025631649824831015,0.025582699167969736,0.025552161622144354
101,0.025461205277466092,0.02539483210384219,0.025344213234745894
102,0.02518394660810941,0.025100787715004458,0.0250306602023187
103,0.024806477281202888,0.02470735449122685,0.024618502427742328
104,0.02433632198872715,0.024222214136671028,0.024115610193220505
105,0.023781733906602653,0.023653755274466448,0.023530531292337287
106,0.023151502590579298,0.02301087572043059,0.022872295009079835
107,0.022454764039281372,0.022302791684580825,0.022150223646377754
108,0.021700831389637187,0.02153887272982047,0.021373759668819048
109,0.02089902698898527,0.020728473515418955,0.020552308743759795
110,0.020058537089084894,0.01988078780712499,0.019695086503901393
111,0.019188278788107027,0.01900472129889863,0.018810995641160844
112,0.018296793360406127,0.018108782438019944,0.01790852502736584
113,0.017392154365580836,0.017200996964561455,0.016995660843122096
114,0.016481889435482344,0.016288828774690955,0.01607980651741059
115,0.015572920286643921,0.015379129472137265,0.015167739793042756
116,0.01467153891709927,0.014478103551596178,0.01426559075312639
117,0.013783369645636867,0.013591290741743478,0.013378798442431616
118,0.012913366802536075,0.01272354690939892,0.012512130886932482
119,0.012065823717932744,0.011879069603537573,0.011669682535853099
120,0.011244375848207255,0.011061400115863762,0.010854888792266593
121,0.010452034153729528,0.01027345081894282,0.01007056500412773
122,0.009691220341778717,0.009517547887583078,0.009318935454416533
123,0.008963784807747288,0.00879545225984657,0.008601663203933185
124,0.008271069944498777,0.008108424118802304,0.007919918694199168
125,0.00761394858272979,0.007457254191933771,0.007274400779522239
126,0.00699285827465701,0.006842304962617618,0.006665389840065927
127,0.006407866166568965,0.006263571492581832,0.006092812689928451
128,0.00585870310487735,0.005720731337532925,0.0055562668777042745
129,0.005344804669960013,0.005213160356731805,0.005055075149584809
130,0.004865375657914228,0.004740013750392791,0.004588328472721059
131,0.004419404859845599,0.004300237677057339,0.004154933250788417
132,0.0040057222605582865,0.0038926330603317183,0.0037536343100441627
133,0.0036230215982868685,0.0035158551625613654,0.003383063749140547
134,0.0032699005103609124,0.0031684777113127893,0.0030417581342589983
135,0.002944890127309918,0.0028490116221746575,0.0027282021264340983
136,0.0026464672231441,0.0025559194227753324,0.002440845179307871
137,0.002373096705809985,0.0022876589156339833,0.002178114471007575
138,0.0021232362712453323,0.0020426742253221164,0.001938450964189542
139,0.0018953631553131345,0.001819437756012121,0.0017203174706992286
140,0.0016879714337392215,0.0016164457861123083,0.0015222091320765685
141,0.001499610391419992,0.0014322434083169355,0.0013426672751393198
142,0.0013288644140629913,0.0012654283665369803,0.001180280264634348
143,0.0011743868810754066,0.001114642671495858,0.0010337063116594436
144,0.0010348797019332778,0.0009786106858200583,0.0009016603996769845
145,0.0009091182562315225,0.0008561121944694605,0.000782936382393018
146,0.0007959491910014549,0.0007459936313125581,0.0006763862359093764
147,0.0006942827468492396,0.0006471752556080901,0.000580937040695062
148,0.0006030992238947874,0.0005586542073388046,0.0004955931842687278
149,0.0005214517528884244,0.0004794926411477718,0.000419415471242246
150,0.0004484523685732711,0.0004088059313289705,0.00035155082400706306
151,0.00038328749951688224,0.00034579514363031194,0.00029119263444954413
152,0.00032519999138003186,0.00028971278709377657,0.00023760662770655472
153,0.00027350132825176843,0.00023987581698747817,0.0001901202750786979
154,0.00022755074269298348,0.00019565703723856132,0.00014811057269525918
155,0.00018676374224924075,0.00015648758733277646,0.00011101761288045964
156,0.00015061438318753062,0.00012183832609480305,7.832596793377888e-05
157,0.00011862063331591344,9.124036637331301e-05,4.956419275004009e-05
158,9.034309300659515e-05,6.425729282000248e-05,2.4320030433955253e-05
159,6.537725028010755e-05,4.0502996512259415e-05,2.2038193492335267e-06
160,4.337913139806915e-05,1.962533247024112e-05,-1.7133459095930448e-05
161,2.4004762622098497e-05,1.3012879662710475e-06,-3.399584613816842e-05
162,6.967226795495662e-06,-1.4752075117030472e-05,-4.867132474828395e-05
163,-7.980958116604597e-06,-2.87869283965847e-05,-6.140254527053912e-05
164,-2.1092105839670694e-05,-4.1038816789296106e-05,-7.241894195431087e-05
165,-3.256346303714963e-05,-5.1703779035960906e-05,-8.192593270450743e-05
166,-4.259092634129047e-05,-6.098296978507278e-05,-9.008310541958053e-05
167,-5.133671265866724e-05,-6.902624249960354e-05,-9.707065373731893e-05
168,-5.896112043046742e-05,-7.598863760449603e-05,-0.00010302336761469633
169,-6.55941789773351e-05,-8.198782097679214e-05,-0.0001080668710073951
170,-7.134445922929444e-05,-8.714877708371205e-05,-0.00011231335861339176
171,-7.633076393176452e-05,-9.156778446595126e-05,-0.00011586507753236219
172,-8.06311106771318e-05,-9.53481560372893e-05,-0.00011880175065925869
173,-8.433659104412072e-05,-9.854844051915279e-05,-0.00012120707992835378
174,-8.752067515160888e-05,-0.00010125461358256871,-0.0001231499879850162
175,-9.024560654324887e-05,-0.00010351911328143615,-0.00012468632348827668
176,-9.256453381567553e-05,-0.00010541569395172701,-0.00012587051401169447
177,-9.45428269005788e-05,-0.00010697277730287169,-0.00012674618687924522
178,-9.620180208003148e-05,-0.00010823441698448732,-0.00012736009580294194
179,-9.759162367117824e-05,-0.00010924821935986984,-0.00012773838875546062
180,-9.87394344065251e-05,-0.00011003820077348792,-0.0001279271089060785
181,-9.969355119210377e-05,-0.00011063931992794096,-0.0001279448724744725
182,-0.00010046079523817752,-0.00011107900377282931,-0.00012781143254869676
183,-0.00010107228831657267,-0.00011135824706798303,-0.00012755165812450286
184,-0.00010154593610423035,-0.00011153005630148982,-0.00012718388120447344
185,-0.00010190007060373318,-0.00011158377333231329,-0.000126733823435643
186,-0.00010215487122877676,-0.00011154483559039363,-0.00012619310041372955
187,-0.00010231858027509588,-0.00011141921163471125,-0.0001255976656011626
188,-0.00010239475045636937,-0.00011122850196443324,-0.00012493856615947152
189,-0.0001023975926273124,-0.00011097455399067258,-0.0001242366920450877
190,-0.00010235353897769528,-0.00011066816796301282,-0.00012349602229733136
191,-0.00010225519986306608,-0.00011032383895326348,-0.00012271982541278703
192,-0.0001021085438424052,-0.00010993659316227422,-0.0001219193279666797
193,-0.00010191342880716547,-0.00010951495710287418,-0.00012109708791285811
194,-0.00010169827646677732,-0.00010907115211011842,-0.00012025751061628398
195,-0.00010144646012122394,-0.00010859977805921517,-0.00011940144872824021
196,-0.00010117446436197497,-0.00010811092465701222,-0.00011853856562993315
197,-0.00010086878887705097,-0.00010759848123598204,-0.00011767852470256912
198,-0.00010055970278699533,-0.0001070790744961414,-0.00011680725719998009
199,-0.00010021480534305738,-0.00010654630955286848,-0.00011592305781960022
200,-9.98720395273267e-05,-0.00010600331279420061,-0.0001150532114024827
201,-9.950113621925993e-05,-0.0001054468157235533,-0.00011417853329476202
202,-9.912795917443873e-05,-0.00010488477641956706,-0.00011330300253575842
203,-9.874028705780802e-05,-0.00010431335795146879,-0.0001124391246776213
204,-9.834678849074407e-05,-0.000103758281966293,-0.00011157297308272973
205,-9.795016353564279e-05,-0.00010318032650502573,-0.00011070625305364956
206,-9.754131724548643e-05,-0.00010260606586598442,-0.00010984663845192699
207,-9.712863402455696e-05,-0.0001020383422201121,-0.00010899995572799526
208,-9.671808243183477e-05,-0.00010146379736397648,-0.00010814773077072459
209,-9.62974411322648e-05,-0.00010089266311297251,-0.00010731255883911217
210,-9.586969440533721e-05,-0.00010030916541836632,-0.00010648506076904596
211,-9.544876888867293e-05,-9.974698400583293e-05,-0.00010565585739641392
212,-9.502699072072573e-05,-9.91683180018299e-05,-0.00010484683343747747
213,-9.458574368181871e-05,-9.85987469448446e-05,-0.00010402402494946728
214,-9.416183388566424e-05,-9.802363365452038e-05,-0.00010323731203243369
215,-9.372257636641734e-05,-9.745107831804489e-05,-0.00010244505688206118
216,-9.32944033138483e-05,-9.690097613201942e-05,-0.00010164754371544404
217,-9.287390412282548e-05,-9.63296997724683e-05,-0.00010087674695569149
218,-9.243763088306878e-05,-9.577448167874536e-05,-0.00010011490303440951
219,-9.199936812365195e-05,-9.522409527562559e-05,-9.933231126524333e-05
220,-9.157105296253576e-05,-9.466646133660106e-05,-9.858439398158225e-05
221,-9.1133784962949e-05,-9.412573831468762e-05,-9.78354819380911e-05
222,-9.06912589471176e-05,-9.35651200961729e-05,-9.708870152280724e-05
223,-9.02579699868511e-05,-9.301643899561896e-05,-9.636949016567087e-05
224,-8.984116561805422e-05,-9.247983712157293e-05,-9.564416814100696e-05
225,-8.940290285863739e-05,-9.194465633299842e-05,-9.491458285992849e-05
226,-8.899164072317944e-05,-9.140492807091505e-05,-9.421242452845036e-05
227,-8.856773092702497e-05,-9.089262675843202e-05,-9.350813456876494e-05
228,-8.813458407530561e-05,-9.034806680574547e-05,-9.281492907575739e-05
229,-8.770584258854797e-05,-8.981373866845388e-05,-9.212286045112705e-05
230,-8.72928751505242e-05,-8.9301579464518e-05,-9.145509238805971e-05
231,-8.684779118084407e-05,-8.878103585630015e-05,-9.07824926343892e-05
232,-8.64416449530836e-05,-8.827939268485352e-05,-9.010861390379432e-05
233,-8.601503509453323e-05,-8.77753336681053e-05,-8.944979867919756e-05
234,-8.560334663343383e-05,-8.725947964194347e-05,-8.880064683580713e-05
235,-8.516821026205434e-05,-8.673907814227277e-05,-8.815320029498253e-05
236,-8.477599067191477e-05,-8.623004532637424e-05,-8.751953828323167e-05
237,-8.4356486240722e-05,-8.57562554301694e-05,-8.688800789968809e-05
238,-8.395261374971597e-05,-8.526683359377785e-05,-8.624596148365526e-05
239,-8.352202485184534e-05,-8.477229584968882e-05,-8.564398967791931e-05
240,-8.311587862408487e-05,-8.42928216115979e-05,-8.501899628754472e-05
241,-8.271626938949339e-05,-8.380396820939495e-05,-8.441503496214864e-05
242,-8.23365553515032e-05,-8.332108336617239e-05,-8.382045280086459e-05
243,-8.192756695279968e-05,-8.283194574687514e-05,-8.322246003444889e-05
244,-8.152369446179364e-05,-8.237321935666841e-05,-8.262247774837306e-05
245,-8.112294835882494e-05,-8.189630307242624e-05,-8.205290669138776e-05
246,-8.073214985415689e-05,-8.143956620187964e-05,-8.148731467372272e-05
247,-8.034220400077174e-05,-8.097345016722102e-05,-8.091433301160578e-05
248,-7.993747885848279e-05,-8.052097655308899e-05,-8.033396170503693e-05
249,-7.954326974868309e-05,-8.005883955775062e-05,-7.977689620020101e-05
