S,p03,p04,p05,p06,p07,p08,p09
177,46.23092549375514,38.317985928960496,34.03936942354164,31.369831633969625,29.44555871974117,27.71912407521171,25.5351630480952
178,46.49081420108132,38.538269556774196,34.244751554641795,31.57218066156844,29.6510844341924,27.93007428722376,25.74835485068121
179,46.74967081900192,38.75777255150794,34.44952219775672,31.77408434182638,29.85635234322217,28.140986030343385,25.961737565332754
180,47.007605840312294,38.97658053233357,34.653754228078526,31.97560647010178,30.06141839059069,28.351907936360732,26.175352866757606
181,47.26471891209414,39.19477062000709,34.857513220997305,32.176804311417584,30.266332560230325,28.562883151357,26.389237435176938
182,47.521099804308875,39.412412228415405,35.06085814853677,32.37772923572493,30.47113946695319,28.7739498892698,26.603423469106247
183,47.77682930693743,39.62956779317537,35.26384201819255,32.578427299041124,30.675878895848996,28.985141936171033,26.817939151841585
184,48.03198005909266,39.84629344064743,35.46651245729677,32.77893977401902,30.88058629343635,29.196489109021684,27.032809074842845
185,48.286617313188174,40.06263960106864,35.668912246703854,32.97930363291641,31.085293214266585,29.408017671725162,27.248054620973505
186,48.540799637556376,40.27865156877226,35.8710798068536,33.1795519866624,31.290027725732017,29.619750711884762,27.463694311095566
187,48.79457956085815,40.49437001330105,36.073049639900034,33.37971448302497,31.494814774757174,29.831708481406594,27.679744116633742
188,49.04800416195059,40.7098314446948,36.27485273064224,33.579817667169465,31.699676519082942,30.043908703738254,27.896217741179186
189,49.301115608705004,40.92506863628245,36.47651690991296,33.77988530751068,31.904632626059737,30.25636685051012,28.11312687356562
190,49.55395164901191,41.14011100807318,36.67806718313429,33.97993868962601,32.109700541835906,30.46909639041928,28.330481415130038
191,49.80654605782533,41.354984973841624,36.879526026824294,34.17999688100153,32.314895733183135,30.682109012418124,28.548289683249806
192,50.05892904284721,41.569714254995205,37.08091365584707,34.3800769693452,32.52023190483868,30.895414826072454,28.76655859367574
193,50.31112761260346,41.78432016370124,37.28224826411193,34.58019427630674,32.725721194209,31.109022540572795,28.985293823263447
194,50.563165909525054,41.99882185799595,37.48354624066934,34.780362549389565,32.93137434557991,31.322939624999435,29.20449995533545
195,50.81506551090058,42.213236571571144,37.68482236382695,34.980594133649134,33.13720086611269,31.537172451231044,29.424180609152728
196,51.06684570071707,42.427579819919714,37.88608997502578,35.180900125398296,33.34320916475022,31.751726421282456,29.64433855513846
197,51.318523714152775,42.64186558557057,38.087361134414266,35.381290509594265,33.549406676602445,31.966606080987958,29.864975817452688
