S,p03,p04,p05,p06,p07,p08,p09
124,6.799714582399474,6.21406584915718,5.851785251120845,5.582259573984061,5.354153409768969,5.140828607093084,4.911228662169975
125,6.478197141674968,5.891941498408215,5.5320055236762755,5.264803596141121,5.038521429163723,4.826716668571152,4.599456005447422
126,6.156898652101006,5.573300606815934,5.217459273989533,4.953738363298044,4.730170584892335,4.520663377576284,4.296559865828442
127,5.837690788013106,5.259752158828235,4.909585508805492,4.650380677908572,4.430320342958538,4.223800080236373,4.0035704395258165
128,5.522268654445384,4.952716624604392,4.609631819612048,4.355855424051924,4.139998561516478,3.9370673514760313,3.721328986721062
129,5.212148007753825,4.65342833370741,4.31865955118127,4.07110256205101,3.860049841382107,3.6612245216538497,3.4504985958960788
130,4.908665384792954,4.362940301998464,4.037551102644699,3.796886006650624,3.5911455832149386,3.396860725004558,3.1915762701650863
131,4.612980787364052,4.082131117790766,3.76701895904219,3.5338040105337143,3.3337953492029726,3.1444070837771676,2.9449059450037396
132,4.3260825711399775,3.811713517904991,3.507616086633192,3.282300667422078,3.0883591639074837,2.9041496613757545,2.7106920886410535
133,4.0487941852340725,3.552244288211881,3.259747326396223,3.042678197289206,2.855060419779676,2.676242864048106,2.4890135735056163
134,3.7817824207841966,3.304135154227339,3.023681471638895,2.8151096973516587,2.6339990862034313,2.4607229991069346,2.279837543586183
135,3.5255668435496545,3.0676643558358307,2.799563736441968,2.599652087251769,2.425164961739057,2.2575217469267272,2.083033051363259
136,3.280530106160029,2.8429886202374632,2.5874283548965593,2.3962590176829224,2.228450747931987,2.0664793325408937,1.8983842653952365
137,3.046928862513454,2.6301552941632167,2.3872110934775037,2.204793509452685,2.043664748274665,1.8873572232891433,1.725603095792394
138,2.8249050300210854,2.429114414983502,2.198761484102363,2.0250401998467282,1.870543049484752,1.7198502169080143,1.564341116662149
139,2.6144971819697105,2.2397305385979394,2.0218546229244794,1.8567170114280884,1.7087610571664413,1.5635978122929828,1.414200693190537
140,2.41565186867021,2.0617941739686785,1.8562024106216768,1.69948617017468,1.5579442966995316,1.4181947832270225,1.2747452533901082
141,2.228234710468513,1.895032700964805,1.7014641391455143,1.5529644879919147,1.4176784180008895,1.283200910258131,1.1455086695022487
142,2.052041117259762,1.739120675026129,1.5572563486898616,1.4167328468417395,1.2875183625737918,1.1581498355184294,1.0260037288745139
143,1.886806529221019,1.5936894491375142,1.4231619171312104,1.2903448620349423,1.166996673944709,1.042557043007264,0.9157297099804396
144,1.7322160909571949,1.4583360655961997,1.2987383494689198,1.1733347167464103,1.0556309537079756,0.9359269594000352,0.8141790637594681
145,1.5879136895691204,1.3326313885997365,1.1835252608705105,1.0652241602571166,0.9529304756838997,0.8377592127217781,0.720843258648074
146,1.4535103233015434,1.2161274686306456,1.0770510604274364,0.9655287022880543,0.8584019835566892,0.7475540734347419,0.635217798823362
147,1.32859176318334,1.108364137003548,0.9788388557652183,0.8737630212962699,0.7715547125997091,0.6648171221712573,0.5568064963412667
148,1.2127255033789197,1.0088748590675323,0.8884116075691395,0.789445630822172,0.691904674710031,0.5890631954841297,0.48512502615949415
149,1.105467006752292,0.9171918552652869,0.8052965707605608,0.7121028473378033,0.6189782611443206,0.5198196624078832,0.4197038335007619
150,1.006365249232033,0.8328505375487794,0.7290290652406384,0.6412721154447354,0.5523152092479222,0.4566290811425233,0.36009044976026416
151,0.9149675938502355,0.7553932978510147,0.6591556295632017,0.5765047147576752,0.4914709934311645,0.39905130641670894,0.30585127781534993
152,0.830824029272037,0.6843726858107857,0.595236593241566,0.5173679414127719,0.43601869514020564,0.3466650857220088,0.25657289665304006
153,0.753490788234501,0.6193540322030344,0.5368481406264891,0.46344679507370756,0.38555040042353994,0.2990692179949406,0.21186295040109826
154,0.6825334183702125,0.5599175627679642,0.48358389456382156,0.41434521012462255,0.33967818438895847,0.2558833163135432,0.17135067160722883
155,0.6175293114552005,0.5056600446451398,0.4350560845267637,0.369686919938772,0.2980347346337453,0.21674822789918835,0.1346870891794083
156,0.5580697678553292,0.4561960263416154,0.39089634803701756,0.32911596843376856,0.2602736567780539,0.18132616432353643,0.10154496507652766
157,0.5037616184822014,0.4111587044519638,0.3507561978466356,0.2922969287766364,0.22606950675907456,0.14930057698592236,0.07161850945180959
158,0.4542284523267881,0.3702004729788655,0.3143072234834676,0.25891488075302505,0.1951175992331855,0.12037583349666647,0.04462290700502081
